relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
29,QA Engineer | Poland,linkedin,Quality Assurance Automation Engineer,Intellias,Poland,On-site,Full-time,"Javascript, Pytest, Python, Test Automation","Azure, Gitlab, Pandas",English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-intellias-4413456323,2026-05-18T13:52:05.972203+00:00
0,Testingenieur | Austria,linkedin,Development Engineer,g2 Recruitment,"Vienna, Austria",On-site,Contract,,,English,,,Recent,https://at.linkedin.com/jobs/view/development-engineer-at-g2-recruitment-4410723178,2026-05-18T13:52:37.752613+00:00
0,Testingenieur | Austria,linkedin,SPS Programmierer m/w/d,MECHATRONIK AUSTRIA,"Saalfelden, Salzburg, Austria",Remote,Full-time,,R,German,,,Recent,https://at.linkedin.com/jobs/view/sps-programmierer-m-w-d-at-mechatronik-austria-4412240521,2026-05-18T13:52:37.752769+00:00
0,Testingenieur | Austria,linkedin,Elektronik Entwickler / Testingenieur,Akkodis,"Linz, Upper Austria, Austria",Remote,Full-time,"C, C++, Python","R, C#",German,,,Recent,https://at.linkedin.com/jobs/view/elektronik-entwickler-testingenieur-at-akkodis-4399722630,2026-05-18T13:52:37.752922+00:00
0,Testingenieur | Austria,linkedin,Test Engineer (m/w/d),ISG International Service Group,"Schrems, Lower Austria, Austria",On-site,Internship,,R,German,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-m-w-d-at-isg-international-service-group-4405686248,2026-05-18T13:52:37.753075+00:00
0,Testingenieur | Switzerland,linkedin,Software Engineer Medizintechnik,Aristo Group,"Zurich, Switzerland",Remote,Full-time,"C, Python","R, Numpy, C#, Pandas",German,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-medizintechnik-at-aristo-group-4408986638,2026-05-18T13:52:40.151562+00:00
0,Testingenieur | Switzerland,linkedin,Testtechniker / Testingenieur (m/w/d) 80-100%,Richard AG Murgenthal,"Rothrist, Aargau, Switzerland",Remote,Full-time,,R,German,,,Recent,https://ch.linkedin.com/jobs/view/testtechniker-testingenieur-m-w-d-80-100%25-at-richard-ag-murgenthal-4404580711,2026-05-18T13:52:40.152345+00:00
0,Testingenieur | Switzerland,linkedin,Elektroniker Testengineering 80% - 100% (m/w/d),elfab AG,"St Gallen, St Gallen, Switzerland",Remote,Internship,C,"R, C#",German,,,Recent,https://ch.linkedin.com/jobs/view/elektroniker-testengineering-80%25-100%25-m-w-d-at-elfab-ag-4414158379,2026-05-18T13:52:40.152504+00:00
0,Testingenieur | Switzerland,linkedin,Metallic Test & Surface Treatment Engineer,AYES - Management & Technology Consulting,Lucerne Metropolitan Area,On-site,Contract,,"R, Assembly",English,,,Recent,https://ch.linkedin.com/jobs/view/metallic-test-surface-treatment-engineer-at-ayes-management-technology-consulting-4407198607,2026-05-18T13:52:40.152658+00:00
0,Testingenieur | Remote,linkedin,Development Engineer (w/m/d),MBDA Deutschland,"Schrobenhausen, Bavaria, Germany",Remote,Internship,Ci/Cd,"Mil, Verilog, Fpga, R, Vhdl, Gitlab",German,,,Recent,https://de.linkedin.com/jobs/view/development-engineer-w-m-d-at-mbda-deutschland-4405252070,2026-05-18T13:52:42.533734+00:00
0,Testingenieur | Remote,linkedin,"Requirements Engineer – Remote – Customer-Facing – Software Development - €100,000",Findr,Germany,Remote,Internship,Java,"Spring Boot, Confluence, Scrum, Jira, Docker, Agile, Product Owner, Kubernetes",English,,,Recent,https://de.linkedin.com/jobs/view/requirements-engineer-%E2%80%93-remote-%E2%80%93-customer-facing-%E2%80%93-software-development-%E2%82%AC100-000-at-findr-4416207776,2026-05-18T13:52:42.533888+00:00
0,Testingenieur | Remote,linkedin,"Design Engineer, EU",Ashby,"Berlin, Berlin, Germany",Remote,Contract,"Can, Ci/Cd, Typescript","Redis, Node.Js, Graphql, Kotlin, Swift, Snowflake, React",English,,,Recent,https://de.linkedin.com/jobs/view/design-engineer-eu-at-ashby-4403618587,2026-05-18T13:52:42.534201+00:00
0,Testingenieur | Remote,linkedin,Software Testautomatisierer (m/w/d) mit Karriereambitionen,Auralis Group,Germany,Remote,Internship,"Ci/Cd, Github Actions, Java, Javascript, Jenkins, Playwright, Python, Selenium, Test Automation","Github, Gitlab Ci, Bdd, R, Gitlab, Postman, Azure, Gcp, Linux, Tdd",German,,,Recent,https://de.linkedin.com/jobs/view/software-testautomatisierer-m-w-d-mit-karriereambitionen-at-auralis-group-4406798031,2026-05-18T13:52:42.534374+00:00
0,Testingenieur | Slovakia,linkedin,Test Engineer Electronics,Brose Slovakia,"Prievidza, Trenciansky, Slovakia",On-site,Contract,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-electronics-at-brose-slovakia-4410654392,2026-05-18T13:52:44.887152+00:00
0,Testingenieur | Slovakia,linkedin,Test Engineer,Magna International,"Kechnec, Kosice, Slovakia",Remote,Full-time,"C, Can","R, C#",English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-at-magna-international-4394620575,2026-05-18T13:52:44.887695+00:00
0,Testingenieur | Slovakia,linkedin,Testing Engineer - Commisioning,Schaeffler,"Kysucké Nové Mesto, Zilina, Slovakia",Remote,Contract,Can,"R, Canoe",English,,,Recent,https://sk.linkedin.com/jobs/view/testing-engineer-commisioning-at-schaeffler-4370529030,2026-05-18T13:52:44.887854+00:00
0,Testingenieur | Poland,linkedin,TEST LI,KIZO - Kompleksowa obróbka CNC,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-li-at-kizo-kompleksowa-obr%C3%B3bka-cnc-4411873421,2026-05-18T13:52:49.643855+00:00
0,Testingenieur | Poland,linkedin,QA Engineer (Mobile),inFakt,"Cracow, Małopolskie, Poland",Remote,Full-time,"C, Ci/Cd, Claude, Cursor, Github Actions, Github Copilot, Playwright","Appium, Kotlin, R, Github",English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-mobile-at-infakt-4416209738,2026-05-18T13:52:49.644226+00:00
0,Testingenieur | Poland,linkedin,Test Engineer,Hays,"Częstochowa, Śląskie, Poland",On-site,Contract,C,R,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-at-hays-4411579894,2026-05-18T13:52:49.644902+00:00
0,Testingenieur | Poland,linkedin,Tester Manulny Ferryt (M/K),Astek,Poland,On-site,Full-time,,"R, Jira, Confluence",English,,,Recent,https://pl.linkedin.com/jobs/view/tester-manulny-ferryt-m-k-at-astek-4384487803,2026-05-18T13:52:49.645217+00:00
0,Testingenieur | USA,linkedin,"Entry Level or Experienced Design, Analysis and Test Engineer **Sign on Bonus Potential**",Boeing,"Berkeley, MO",Remote,Contract,Can,"Safe, Data Science",English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-or-experienced-design-analysis-and-test-engineer-sign-on-bonus-potential-at-boeing-4410114938,2026-05-18T13:52:52.245937+00:00
0,Testingenieur | USA,linkedin,Robot Programmer(COMAU),Gabletek Robotics and Controls Solutions,"Troy, MI",Remote,Contract,,"Associate, Safe",English,,,Recent,https://www.linkedin.com/jobs/view/robot-programmer-comau-at-gabletek-robotics-and-controls-solutions-4411197326,2026-05-18T13:52:52.246138+00:00
0,Testingenieur | USA,linkedin,Test Engineer,Booz Allen Hamilton,"Annapolis Junction, MD",Remote,Contract,"Ci/Cd, Jenkins, Pytest, Python, System Testing","Splunk, Devops, Agile, Linux, Git",English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-booz-allen-hamilton-4413287297,2026-05-18T13:52:52.246303+00:00
0,Testingenieur | USA,linkedin,Programmer - Manufacturing Pre-Processing,Central States Industrial (CSI),"Springfield, MO",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/programmer-manufacturing-pre-processing-at-central-states-industrial-csi-4408650836,2026-05-18T13:52:52.246496+00:00
0,Testingenieur | USA,linkedin,Test Engineer,PING,"Phoenix, AZ",On-site,Contract,"C, C++, Python","Internship, R, Assembly",English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-ping-4413481206,2026-05-18T13:52:52.246655+00:00
0,Testingenieur | USA,linkedin,Mechanical Test Engineer,"Veridian Tech Solutions, Inc.","Minnesota, United States",On-site,Contract,,R,English,,,Recent,https://www.linkedin.com/jobs/view/mechanical-test-engineer-at-veridian-tech-solutions-inc-4414237693,2026-05-18T13:52:52.246962+00:00
0,Testingenieur | USA,linkedin,Test Engineer I – Early Career (2026 Starts),Blue Origin,"Lancaster, CA",On-site,Contract,Can,"Internship, Safe",English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-i-%E2%80%93-early-career-2026-starts-at-blue-origin-4353142610,2026-05-18T13:52:52.247454+00:00
0,Testingenieur | United Kingdom,linkedin,TEST ENGINEER – GLASGOW,AAC Clyde Space,"Glasgow, Scotland, United Kingdom",On-site,Contract,"C, C++, Python","Project Manager, Assembly",English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-%E2%80%93-glasgow-at-aac-clyde-space-4402472151,2026-05-18T13:52:54.642179+00:00
0,Testingenieur | United Kingdom,linkedin,Product & Device - Design Test Engineer,NCR Atleos,"Dundee, Scotland, United Kingdom",On-site,Contract,Integration Testing,,English,,,Recent,https://uk.linkedin.com/jobs/view/product-device-design-test-engineer-at-ncr-atleos-4414752949,2026-05-18T13:52:54.642896+00:00
0,Testingenieur | United Kingdom,linkedin,Robot Programmer,Wynne Consulting,"West Midlands, England, United Kingdom",On-site,Contract,Can,"Director, Safe",English,,,Recent,https://uk.linkedin.com/jobs/view/robot-programmer-at-wynne-consulting-4408758583,2026-05-18T13:52:54.643207+00:00
0,Testingenieur | United Kingdom,linkedin,Test Engineer,Owen Daniels,"Leighton Buzzard, England, United Kingdom",On-site,Contract,,Safe,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-owen-daniels-4409288480,2026-05-18T13:52:54.643702+00:00
0,Test Automation | Germany,linkedin,Quality Analyst (w|m|d),JDE Peet's,"Bremen, Bremen, Germany",On-site,Internship,,"Associate, R",German,,,Recent,https://de.linkedin.com/jobs/view/quality-analyst-w-m-d-at-jde-peet-s-4413563060,2026-05-18T13:52:57.068348+00:00
0,Test Automation | Austria,linkedin,Test Automation Engineer (m/w/d),consourcive,"Vienna, Vienna, Austria",Remote,Full-time,"Ci/Cd, Java, Jenkins, Playwright, Selenium, Test Automation","Associate, Confluence, R, Mysql, Jira, Oracle, Postgresql, Postman, Cucumber",German,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-m-w-d-at-consourcive-4413950822,2026-05-18T13:52:59.468802+00:00
0,Test Automation | Switzerland,linkedin,Software Test Automation Engineer,AYES - Management & Technology Consulting,Switzerland,On-site,Internship,"Ci/Cd, Python, Test Automation",Docker,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-automation-engineer-at-ayes-management-technology-consulting-4383801077,2026-05-18T13:53:01.839608+00:00
0,Test Automation | Remote,linkedin,"Quality Assurance Analyst, Berlin",Air Apps,Berlin Metropolitan Area,Remote,Contract,,"Jira, Zephyr, Asana, Regression Testing",English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-analyst-berlin-at-air-apps-4405229990,2026-05-18T13:53:04.211008+00:00
0,Test Automation | Czech Republic,linkedin,Analista de Calidad con ISO,Tu Empleo RD,"Santo Domingo Este, Santo Domingo, Dominican Republic",On-site,Full-time,,R,English,,,Recent,https://do.linkedin.com/jobs/view/analista-de-calidad-con-iso-at-tu-empleo-rd-4416080336,2026-05-18T13:53:09.062279+00:00
0,Test Automation | Czech Republic,linkedin,Analista Calidad,Grupo Humano,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/analista-calidad-at-grupo-humano-4413457084,2026-05-18T13:53:09.062488+00:00
0,Test Automation | Czech Republic,linkedin,Quality Assurance Analyst,BIG Language Solutions,Dominican Republic,Remote,Internship,,Associate,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-analyst-at-big-language-solutions-4414487142,2026-05-18T13:53:09.062647+00:00
0,Test Automation | Czech Republic,linkedin,"Analista de Calidad conocimientos en BPM, HACCP o ISO 9001.",Tu Empleo RD,"Santo Domingo Este, Santo Domingo, Dominican Republic",On-site,Internship,,,English,,,Recent,https://do.linkedin.com/jobs/view/analista-de-calidad-conocimientos-en-bpm-haccp-o-iso-9001-at-tu-empleo-rd-4413798228,2026-05-18T13:53:09.062957+00:00
0,Test Automation | Czech Republic,linkedin,"Analyst, Software QA",DP World,"Santo Domingo Este, Santo Domingo, Dominican Republic",On-site,Internship,C,"Azure, Devops, Jira, C#, Sql Server, Sql",English,,,Recent,https://do.linkedin.com/jobs/view/analyst-software-qa-at-dp-world-4405542753,2026-05-18T13:53:09.063112+00:00
0,Test Automation | Czech Republic,linkedin,Analista de Calidad Santo Domingo Oeste,Tu Empleo RD,"Santo Domingo Este, Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/analista-de-calidad-santo-domingo-oeste-at-tu-empleo-rd-4416063642,2026-05-18T13:53:09.063261+00:00
0,Test Automation | Czech Republic,linkedin,Aprendiz de QA,Babel,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,Selenium,"Scrum, Jira, Postman",English,,,Recent,https://do.linkedin.com/jobs/view/aprendiz-de-qa-at-babel-4405923183,2026-05-18T13:53:09.063440+00:00
0,Test Automation | Poland,linkedin,Automation QA Engineer,N-iX,"Wrocław, Dolnośląskie, Poland",Remote,Contract,"Ci/Cd, Github Actions, Java, Jenkins, Python, Robot Framework, Test Automation","Load Testing, Appium, Regression Testing, Azure, Safe, Github, Agile, Performance Testing, Postman",English,,,Recent,https://pl.linkedin.com/jobs/view/automation-qa-engineer-at-n-ix-4414477309,2026-05-18T13:53:11.490559+00:00
0,Test Automation | Poland,linkedin,Automation QA Engineer,N-iX,"Warsaw, Mazowieckie, Poland",Remote,Contract,"Ci/Cd, Github Actions, Java, Jenkins, Python, Robot Framework, Test Automation","Load Testing, Appium, Regression Testing, Azure, Safe, Github, Agile, Performance Testing, Postman",English,,,Recent,https://pl.linkedin.com/jobs/view/automation-qa-engineer-at-n-ix-4414473268,2026-05-18T13:53:11.490721+00:00
0,Test Automation | USA,linkedin,Quality Assurance (QA) Product Analyst,Rezilient Health,United States,Remote,Contract,Claude,"React, Jira, Soc",English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-qa-product-analyst-at-rezilient-health-4415512257,2026-05-18T13:53:14.042676+00:00
0,Test Automation | USA,linkedin,Manual/Automation QA,Kforce Inc,"Charlotte, NC",On-site,Contract,,"Manual Testing, Jira, Agile, Postman, Sql",English,,,Recent,https://www.linkedin.com/jobs/view/manual-automation-qa-at-kforce-inc-4411715570,2026-05-18T13:53:14.043675+00:00
0,Test Automation | United Kingdom,linkedin,Test Automation Engineer,Daintta,"London, England, United Kingdom",Hybrid,Contract,"Can, Ci/Cd, Java, Javascript, Playwright, Python, Selenium, System Testing, Test Automation, Typescript","Postman, Regression Testing, Azure, Cypress, Devops, Agile, Aws",English,,,Recent,https://uk.linkedin.com/jobs/view/test-automation-engineer-at-daintta-4413572828,2026-05-18T13:53:16.598049+00:00
0,Python Developer | Germany,linkedin,Backend Engineer - Python,turbalance,"Heidelberg, Baden-Württemberg, Germany",Remote,Internship,Python,"Prometheus, Postgresql, Kubernetes, React, Fastapi",English,,,Recent,https://de.linkedin.com/jobs/view/backend-engineer-python-at-turbalance-4413455598,2026-05-18T13:53:19.048987+00:00
0,Python Developer | Germany,linkedin,Full-Stack Developer (m/w/x),Kölner Stadt-Anzeiger Medien,Greater Munich Metropolitan Area,Remote,Full-time,"Ci/Cd, Github Actions, Llm, Pytest, Typescript","Junit, Gcp, R, Docker, Microservices, Github, Express, Git, Kubernetes, Fastapi",German,,,Recent,https://de.linkedin.com/jobs/view/full-stack-developer-m-w-x-at-k%C3%B6lner-stadt-anzeiger-medien-4319264127,2026-05-18T13:53:19.049356+00:00
0,Python Developer | Germany,linkedin,Python Developer,DATAGROUP,"Krakau, Saxony-Anhalt, Germany",Remote,Contract,"Java, Python","Mid-Level, Oracle, Postgresql, Sql",English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-at-datagroup-4412111373,2026-05-18T13:53:19.049975+00:00
0,Python Developer | Austria,linkedin,Full Stack Developer,SBG Associates,"Vienna, Austria",Remote,Internship,"Ci/Cd, Java","Azure, Scrum, Gcp, Docker, Agile, Angular, Aws, React, Kubernetes",English,,,Recent,https://at.linkedin.com/jobs/view/full-stack-developer-at-sbg-associates-4410189234,2026-05-18T13:53:21.455354+00:00
0,Python Developer | Austria,linkedin,Fullstack Developer (m/w/x) inkl. e-Firmenauto,NINJAS,"Salzburg, Salzburg, Austria",On-site,Full-time,Typescript,"Git, Php, R",German,,,Recent,https://at.linkedin.com/jobs/view/fullstack-developer-m-w-x-inkl-e-firmenauto-at-ninjas-4410177546,2026-05-18T13:53:21.455681+00:00
0,Python Developer | Austria,linkedin,Full Stack Engineer,PROPCORN AI,"Vienna, Austria",On-site,Full-time,"Go, Java, Javascript, Python, Typescript","Spark, Docker, Postgresql, Machine Learning, React, Kubernetes",English,,,Recent,https://at.linkedin.com/jobs/view/full-stack-engineer-at-propcorn-ai-4412274176,2026-05-18T13:53:21.456140+00:00
0,Python Developer | Switzerland,linkedin,Machine Learning Engineer - Python,Talmatch,"Winterthur, Zurich, Switzerland",On-site,Contract,Python,"Machine Learning, Mlops, R",German,,,Recent,https://ch.linkedin.com/jobs/view/machine-learning-engineer-python-at-talmatch-4416038322,2026-05-18T13:53:23.832709+00:00
0,Python Developer | Switzerland,linkedin,Mid-Level Backend Software Engineer (f/m/d),IMTF - Excellence in RegTech Solutions,"Zurich, Zurich, Switzerland",Hybrid,Contract,Java,"Mid-Level, Hibernate, Agile, Data Science, Machine Learning, Sql",English,,,Recent,https://ch.linkedin.com/jobs/view/mid-level-backend-software-engineer-f-m-d-at-imtf-excellence-in-regtech-solutions-4412785925,2026-05-18T13:53:23.832862+00:00
0,Python Developer | Switzerland,linkedin,Machine Learning Engineer Python & AI,Bosshard & Partner Unternehmensberatung AG,"Winterthur, Zurich, Switzerland",Remote,Full-time,"Generative Ai, Python","Terraform, Google Cloud, R, Mlops, Docker, Machine Learning",German,,,Recent,https://ch.linkedin.com/jobs/view/machine-learning-engineer-python-ai-at-bosshard-partner-unternehmensberatung-ag-4411581440,2026-05-18T13:53:23.833156+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,"C, C++, Can, Ci/Cd, Jenkins, Python","Spark, Confluence, Docker, Jira, Data Science, Sql, Git, Machine Learning, Tensorflow",English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-at-eset-4292497215,2026-05-18T13:53:28.801533+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,"Can, Ci/Cd, Jenkins, Python","Confluence, Safe, Docker, Jira, Sql, Git, Kubernetes, Fastapi",English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-at-eset-4385085021,2026-05-18T13:53:28.801692+00:00
0,Python Developer | Slovakia,linkedin,Full-Stack Developer - Python & JavaScript (m/f),PwC Slovakia,"Bratislava, Bratislava, Slovakia",Hybrid,Contract,"Can, Javascript, Python, Typescript","Scrum, Microservices",English,,,Recent,https://sk.linkedin.com/jobs/view/full-stack-developer-python-javascript-m-f-at-pwc-slovakia-4323297439,2026-05-18T13:53:28.802018+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer – Malware Automation,ESET,"Bratislava, Bratislava, Slovakia",On-site,Internship,"Can, Jenkins, Python","Azure, Docker, Linux, Aws, Git, Kubernetes, Sql",English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-%E2%80%93-malware-automation-at-eset-4295550897,2026-05-18T13:53:28.802358+00:00
0,Python Developer | Czech Republic,linkedin,DESARROLLADOR BACK-END (QIK),Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Internship,"C, Java, Javascript","Scala, Nosql, Angular, React, Sql",English,,,Recent,https://do.linkedin.com/jobs/view/desarrollador-back-end-qik-at-banco-popular-dominicano-4406903618,2026-05-18T13:53:31.187978+00:00
0,Python Developer | Czech Republic,linkedin,Full Stack Developer (Python),Perform,Dominican Republic,On-site,Full-time,"Generative Ai, Python","Aws, Azure",English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-developer-python-at-perform-4398298505,2026-05-18T13:53:31.188139+00:00
0,Python Developer | Czech Republic,linkedin,Desarrollador Back-end,Agilesoft,Dominican Republic,Remote,Full-time,"C, Ci/Cd, Java","Node.Js, Azure, Devops, Graphql, Docker, Kubernetes",English,,,Recent,https://do.linkedin.com/jobs/view/desarrollador-back-end-at-agilesoft-4413820808,2026-05-18T13:53:31.188294+00:00
0,Python Developer | Czech Republic,linkedin,Data Engineer (Python) - Remote Work,BairesDev,Dominican Republic,Remote,Contract,"Can, Python","Aws, Sql",English,,,Recent,https://do.linkedin.com/jobs/view/data-engineer-python-remote-work-at-bairesdev-4413815925,2026-05-18T13:53:31.188554+00:00
0,Python Developer | Czech Republic,linkedin,Machine Learning Engineer (Python) - Remote Work,BairesDev,Dominican Republic,Remote,Contract,"Can, Python","Pytorch, Databricks, Data Science, Machine Learning, Deep Learning, Tensorflow",English,,,Recent,https://do.linkedin.com/jobs/view/machine-learning-engineer-python-remote-work-at-bairesdev-4414142238,2026-05-18T13:53:31.188723+00:00
0,Python Developer | Poland,linkedin,Python Developer,HOK Consulting - Technical Recruitment Consultancy,Poland,Remote,Contract,"Ci/Cd, Javascript, Jenkins, Python","Fastapi, Microservices, Docker, Numpy, Linux, Git, Gitlab, Sql, Django, Kubernetes",English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-hok-consulting-technical-recruitment-consultancy-4413283558,2026-05-18T13:53:33.653500+00:00
0,Python Developer | Poland,linkedin,Software Engineer (Python),Cisco,"Cracow, Małopolskie, Poland",On-site,Full-time,"Ci/Cd, Generative Ai, Llm, Python, Rag, Test Automation","Splunk, Azure, Gcp, Nosql, Aws, Fastapi, Sql",English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-python-at-cisco-4407831137,2026-05-18T13:53:33.653689+00:00
0,Python Developer | Poland,linkedin,Junior Python Developer [9-12k PLN],Link Group,Poland,On-site,Contract,"Bash, Jenkins, Python","Docker, Junior, Agile, Linux, Kubernetes",English,,,Recent,https://pl.linkedin.com/jobs/view/junior-python-developer-9-12k-pln-at-link-group-4411456358,2026-05-18T13:53:33.654013+00:00
0,Python Developer | Poland,linkedin,Software Engineer (Python) - AutoDL,Revolut,Poland,Remote,Full-time,"Can, Ci/Cd, Python","Transformer, Deep Learning",English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-python-autodl-at-revolut-4406525837,2026-05-18T13:53:33.654171+00:00
0,Python Developer | Poland,linkedin,Junior Python Developer,Adecco,Poland,On-site,Contract,"Chatgpt, Claude, Cursor, Javascript, Python, Typescript",Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-python-developer-at-adecco-4411184447,2026-05-18T13:53:33.654344+00:00
0,Python Developer | Poland,linkedin,Python Developer,EY,"Katowice, Śląskie, Poland",Remote,Contract,"Can, Ci/Cd, Pytest, Python","Node.Js, Azure, Gcp, Rest Api, Agile, Angular, Git, Aws, Django, React",English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-ey-4388955348,2026-05-18T13:53:33.654507+00:00
0,Python Developer | Poland,linkedin,Python Developer,Infosys,"Warsaw, Mazowieckie, Poland",Hybrid,Contract,"Can, Ci/Cd, Python","Devops, Microservices, Aws, Machine Learning",English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-infosys-4407739774,2026-05-18T13:53:33.654669+00:00
0,Python Developer | Poland,linkedin,Software Engineer (Python) - AI Platform,Revolut,Poland,Remote,Contract,"Ci/Cd, Generative Ai, Python","Terraform, Ansible",English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-python-ai-platform-at-revolut-4250500721,2026-05-18T13:53:33.654980+00:00
0,Python Developer | USA,linkedin,Full Stack Software Engineer (Entry-Junior),Revel,"Los Angeles, CA",On-site,Contract,"Javascript, Typescript","Junior, React",English,,,Recent,https://www.linkedin.com/jobs/view/full-stack-software-engineer-entry-junior-at-revel-4413269750,2026-05-18T13:53:36.232558+00:00
0,Python Developer | USA,linkedin,Python Developer,Innoventrics,"Charlotte, NC",On-site,Full-time,Python,"Mysql, Git, Postgresql, Django, Mongodb, Fastapi, Flask",English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-innoventrics-4413820106,2026-05-18T13:53:36.232910+00:00
0,Python Developer | USA,linkedin,Python Engineer with REST & GenAI,Capgemini,"Charlotte, NC",Hybrid,Full-time,"Ci/Cd, Generative Ai, Langchain, Llamaindex, Prompt Engineering, Python, Rag","Rest Api, Microservices, Docker, Nosql, Hugging Face, Devops, Mlops, Agile, Aws, Django",English,,,Recent,https://www.linkedin.com/jobs/view/python-engineer-with-rest-genai-at-capgemini-4413553993,2026-05-18T13:53:36.233068+00:00
0,Python Developer | USA,linkedin,"Software Engineer L5, Python Platform",Netflix,United States,On-site,Contract,Python,"Data Science, Machine Learning, Fastapi, Flask",English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-l5-python-platform-at-netflix-4411198995,2026-05-18T13:53:36.233228+00:00
0,Python Developer | USA,linkedin,Python Developer,Envision Technology Solutions,"New Jersey, United States",On-site,Full-time,"Integration Testing, Python, Unit Testing","Graphql, Microservices, Linux, Postgresql, React, Fastapi, Flask",English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-envision-technology-solutions-4407377692,2026-05-18T13:53:36.233411+00:00
0,Python Developer | USA,linkedin,Python Developer - Entry-Experienced,Medpace,"Cincinnati, OH",On-site,Contract,"Arm, Can, Ci/Cd, Claude, Github Copilot, Go, Langchain, Llm, Python","Terraform, Azure, Safe, Junior, Github, Git, Sql",English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-entry-experienced-at-medpace-4410821360,2026-05-18T13:53:36.233568+00:00
0,Python Developer | USA,linkedin,Python Developer - Remote,CodeGeniusRecruit,United States,Remote,Contract,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-remote-at-codegeniusrecruit-4403206173,2026-05-18T13:53:36.233722+00:00
0,Python Developer | United Kingdom,linkedin,Backend Software Engineer – Python,IC Resources,"London, England, United Kingdom",On-site,Full-time,"Ci/Cd, Python","Redis, Gcp, Aws, Computer Vision, Fastapi",English,,,Recent,https://uk.linkedin.com/jobs/view/backend-software-engineer-%E2%80%93-python-at-ic-resources-4413804651,2026-05-18T13:53:38.668742+00:00
0,Python Developer | United Kingdom,linkedin,"Python Software Engineer - Hybrid working - Up to £275,000 Base (+ Bonus)",Hunter Bond,"London Area, United Kingdom",Hybrid,Full-time,"Ci/Cd, Python","Kubernetes, Docker",English,,,Recent,https://uk.linkedin.com/jobs/view/python-software-engineer-hybrid-working-up-to-%C2%A3275-000-base-%2B-bonus-at-hunter-bond-4410159658,2026-05-18T13:53:38.669075+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,Accenture,Greater Leeds Area,Remote,Contract,"Ci/Cd, Python","Serverless, Azure, Agile, Aws",English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-accenture-4412741396,2026-05-18T13:53:38.669241+00:00
