relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
29,QA Engineer | Poland,linkedin,Quality Assurance Automation Engineer,Intellias,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-intellias-4413456323,2026-05-14T11:56:13.869730+00:00
0,Python Test | Germany,linkedin,Quality Assurance Engineer,KBC Technologies Group,Greater Munich Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-at-kbc-technologies-group-4410810471,2026-05-14T11:57:50.634584+00:00
0,Python Test | Germany,linkedin,Software Tester (m/f),OCULUS Optikgeräte GmbH,"Wetzlar, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-tester-m-f-at-oculus-optikger%C3%A4te-gmbh-4403588018,2026-05-14T11:57:50.634838+00:00
0,Python Test | Germany,linkedin,Quality Assurance Automation Engineer,KBC Technologies Group,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-kbc-technologies-group-4412665594,2026-05-14T11:57:50.634992+00:00
0,Python Test | Germany,linkedin,Test Engineer (m/w/d),SymBio.,"Gießen, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-m-w-d-at-symbio-4414123625,2026-05-14T11:57:50.635125+00:00
0,Python Test | Remote,linkedin,Software Testing Analyst,Alignerr,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-testing-analyst-at-alignerr-4414512726,2026-05-14T11:57:57.823608+00:00
0,Python Test | Slovakia,linkedin,Junior Automation Engineer,Swiss Re,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-automation-engineer-at-swiss-re-4369559502,2026-05-14T11:58:00.295098+00:00
0,Python Test | Czech Republic,linkedin,Data Quality Engineer - Remote Work,BairesDev,Dominican Republic,Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/data-quality-engineer-remote-work-at-bairesdev-4413831552,2026-05-14T11:58:02.727808+00:00
0,Python Test | Czech Republic,linkedin,Automation Engineer,Eaton,"Bajos de Haina, San Cristóbal, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/automation-engineer-at-eaton-4406476697,2026-05-14T11:58:02.727939+00:00
0,Python Test | Czech Republic,linkedin,Trainee in Application Lab,STMicroelectronics,"Batey 8, Independencia Province, Dominican Republic",On-site,Full-time,,Trainee,English,,,Recent,https://do.linkedin.com/jobs/view/trainee-in-application-lab-at-stmicroelectronics-4377848452,2026-05-14T11:58:02.728216+00:00
0,Python Test | Czech Republic,linkedin,Sr. SDET (Gaming Industry),Perform,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/sr-sdet-gaming-industry-at-perform-4362287427,2026-05-14T11:58:02.728474+00:00
0,Python Test | USA,linkedin,Data Scientist,Los Angeles Lakers,"El Segundo, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/data-scientist-at-los-angeles-lakers-4412393985,2026-05-14T11:58:07.738328+00:00
0,Python Test | USA,linkedin,QA Automation Engineer (A),Blue Coding,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-automation-engineer-a-at-blue-coding-4413161064,2026-05-14T11:58:07.738895+00:00
0,Python Test | USA,linkedin,QA Engineer Automated,Innovee Consulting LLC,"Austin, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-automated-at-innovee-consulting-llc-4413997682,2026-05-14T11:58:07.739170+00:00
0,Python Test | United Kingdom,linkedin,Software Quality Engineer,Helic & Co.,United Kingdom,Remote,Full-time,"Ci/Cd, Github Actions, Java, Javascript, Jenkins, Playwright, Python, Selenium","Git, Github, Jira, Agile, Cypress, Azure, Performance Testing, Postman, Gcp, Aws",English,,,Recent,https://uk.linkedin.com/jobs/view/software-quality-engineer-at-helic-co-4414578857,2026-05-14T11:58:10.208961+00:00
0,Python Test | United Kingdom,linkedin,Quality Assurance Analyst,DP World,"Southampton, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-analyst-at-dp-world-4400833530,2026-05-14T11:58:10.209491+00:00
0,Python Test | United Kingdom,linkedin,Quality Assurance Engineer,develop,"Fareham, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-develop-4406797892,2026-05-14T11:58:10.209620+00:00
0,Python Test | United Kingdom,linkedin,Junior Test Engineer,develop,"Fareham, England, United Kingdom",Remote,Internship,"Javascript, Playwright, Python","Git, Agile, Cypress, Dart, Manual Testing, Postman, Junior",English,,,Recent,https://uk.linkedin.com/jobs/view/junior-test-engineer-at-develop-4408407412,2026-05-14T11:58:10.209752+00:00
0,Python Test | United Kingdom,linkedin,Quality Engineer,SGS,"Barnet, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-engineer-at-sgs-4404680781,2026-05-14T11:58:10.209879+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software Developer Automotive (m/f/d),smartmicro,"Brunswick, Lower Saxony, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-developer-automotive-m-f-d-at-smartmicro-4410147372,2026-05-14T11:58:12.592587+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Firmware Developer (Agri-Tech / Sensor Systems) (m/f/d),stenon,"Potsdam, Brandenburg, Germany",On-site,Full-time,Firmware,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-firmware-developer-agri-tech-sensor-systems-m-f-d-at-stenon-4406545307,2026-05-14T11:58:12.592760+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software / Firmware Engineer,SE3 Labs,"Erding, Bavaria, Germany",On-site,Full-time,Firmware,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-firmware-engineer-at-se3-labs-4403104381,2026-05-14T11:58:12.592899+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software Ingenieur (w/m/d),XTENDED ENGINEERING GMBH,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-ingenieur-w-m-d-at-xtended-engineering-gmbh-4409179820,2026-05-14T11:58:12.593046+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software Engineer,WorkGenius Group,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-engineer-at-workgenius-group-4408493820,2026-05-14T11:58:12.593177+00:00
0,Firmware Engineer | Germany,linkedin,Software Engineer,"Legrand, North America","Zwickau, Saxony, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-at-legrand-north-america-4410176121,2026-05-14T11:58:12.593308+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software Engineer,SR2 | Socially Responsible Recruitment | Certified B Corporation™,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-engineer-at-sr2-socially-responsible-recruitment-certified-b-corporation%E2%84%A2-4402457265,2026-05-14T11:58:12.593437+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software Developer (m/w/d),Actana Consulting Services GmbH,"Oberkochen, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-developer-m-w-d-at-actana-consulting-services-gmbh-4412938106,2026-05-14T11:58:12.593574+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Softwareentwickler (m/w/d),ICT Digital Solutions GmbH,Germany,Remote,Internship,"Arm, C, C++, Cortex-M, Rtos","Git, Esp32, R, Stm32",German,,,Recent,https://de.linkedin.com/jobs/view/embedded-softwareentwickler-m-w-d-at-ict-digital-solutions-gmbh-4412442380,2026-05-14T11:58:12.593826+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Developer,Frauscher Sensor Technology India,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-developer-at-frauscher-sensor-technology-india-4414219958,2026-05-14T11:58:14.916986+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Developer (m/w/d),efinio IT & Engineering,"Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-developer-m-w-d-at-efinio-it-engineering-4403395676,2026-05-14T11:58:14.917160+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Engineer (full-time)  (f/m/d),TriLite Technologies,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-engineer-full-time-f-m-d-at-trilite-technologies-4400827822,2026-05-14T11:58:14.917304+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Engineer,Tractive,"Linz, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-engineer-at-tractive-4408227875,2026-05-14T11:58:14.917445+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Entwickler (w/m/d),Knorr-Bremse AG,"Mödling, Lower Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-entwickler-w-m-d-at-knorr-bremse-ag-4395938202,2026-05-14T11:58:14.918126+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer – e-Bike Systems,Specialized Bicycle Components,"Cham, Zug, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-%E2%80%93-e-bike-systems-at-specialized-bicycle-components-4249261377,2026-05-14T11:58:17.315222+00:00
0,Firmware Engineer | Switzerland,linkedin,Junior Embedded Software Engineer (C/C++) (m/w/d),Onyx Circle,"Thurgau, Switzerland",On-site,Full-time,"C, C++",Junior,English,,,Recent,https://ch.linkedin.com/jobs/view/junior-embedded-software-engineer-c-c%2B%2B-m-w-d-at-onyx-circle-4400505602,2026-05-14T11:58:17.315400+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer (80%-100%) - Zurich,Code Compass 🧭,Zürich Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-80%25-100%25-zurich-at-code-compass-%F0%9F%A7%AD-4411701189,2026-05-14T11:58:17.315541+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer,Coopers Group AG,Switzerland,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-at-coopers-group-ag-4410396252,2026-05-14T11:58:17.315690+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer (BE-CEM-EDL-2026-136-GRAE),CERN,"Geneva, Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-be-cem-edl-2026-136-grae-at-cern-4410138339,2026-05-14T11:58:17.315822+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer (m/w/d),STÄUBLI,"Sargans, St Gallen, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-m-w-d-at-st%C3%A4ubli-4409376242,2026-05-14T11:58:17.315971+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer – e Bike Systems (80–100%),Specialized Bicycle Components,"Cham, Zug, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-%E2%80%93-e-bike-systems-80%E2%80%93100%25-at-specialized-bicycle-components-4411218478,2026-05-14T11:58:17.316110+00:00
0,Firmware Engineer | Switzerland,linkedin,Software Engineer,Etanox AG,"Root, Lucerne, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-at-etanox-ag-4407415434,2026-05-14T11:58:17.316244+00:00
0,Firmware Engineer | Switzerland,linkedin,Java Software Engineer,TMS Technology,"Zurich, Switzerland",On-site,Full-time,Java,,English,,,Recent,https://ch.linkedin.com/jobs/view/java-software-engineer-at-tms-technology-4413413703,2026-05-14T11:58:17.316503+00:00
0,Firmware Engineer | Remote,linkedin,Software engineer - automotive,"Albelissa Engineering, IT & Digital Solutions","Stuttgart, Baden-Württemberg, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-automotive-at-albelissa-engineering-it-digital-solutions-4410609721,2026-05-14T11:58:19.673450+00:00
0,Firmware Engineer | Remote,linkedin,Embedded Engineer,5V Tech,"Munich, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-engineer-at-5v-tech-4403623390,2026-05-14T11:58:19.673734+00:00
0,Firmware Engineer | Remote,linkedin,Freelance Embedded Software Engineer,Vivid Resourcing,Germany,Remote,Contract,,,English,,,Recent,https://de.linkedin.com/jobs/view/freelance-embedded-software-engineer-at-vivid-resourcing-4383759739,2026-05-14T11:58:19.674135+00:00
0,Firmware Engineer | Slovakia,linkedin,Junior Software Engineer,Synpulse8,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-software-engineer-at-synpulse8-4413466270,2026-05-14T11:58:22.136837+00:00
0,Firmware Engineer | Slovakia,linkedin,Software Engineer,Iron Mountain,Slovakia,On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-engineer-at-iron-mountain-4401931748,2026-05-14T11:58:22.137259+00:00
0,Firmware Engineer | Slovakia,linkedin,Java Software engineer,Orange Business,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Java,,English,,,Recent,https://sk.linkedin.com/jobs/view/java-software-engineer-at-orange-business-4413553120,2026-05-14T11:58:22.137397+00:00
0,Firmware Engineer | Slovakia,linkedin,Software Engineer,Cisco,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-engineer-at-cisco-4405446409,2026-05-14T11:58:22.137532+00:00
0,Firmware Engineer | Slovakia,linkedin,Software Engineer,Cisco,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-engineer-at-cisco-4405460007,2026-05-14T11:58:22.137786+00:00
0,Firmware Engineer | Czech Republic,linkedin,"Software Engineer (remote, startup)",Meadow Memorials,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-engineer-remote-startup-at-meadow-memorials-4406809438,2026-05-14T11:58:24.575822+00:00
0,Firmware Engineer | Czech Republic,linkedin,"Software Development Engineer (Santo Domingo, DO)",Parking Network B.V.,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-santo-domingo-do-at-parking-network-b-v-4409003517,2026-05-14T11:58:24.575999+00:00
0,Firmware Engineer | Czech Republic,linkedin,Graduate Software Engineer (LATAM),Kanz,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,Graduate,English,,,Recent,https://do.linkedin.com/jobs/view/graduate-software-engineer-latam-at-kanz-4414528216,2026-05-14T11:58:24.576329+00:00
0,Firmware Engineer | Czech Republic,linkedin,Software Engineer Java,Babel,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,Java,,English,,,Recent,https://do.linkedin.com/jobs/view/software-engineer-java-at-babel-4405918197,2026-05-14T11:58:24.576463+00:00
0,Firmware Engineer | Czech Republic,linkedin,Software Engineer Backend/ Fullstack,Babel,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,"C, Java","Postgresql, Git, Spring Boot, Sql, Mysql, Kubernetes, Kanban, Scrum, Docker, Sql Server",English,,,Recent,https://do.linkedin.com/jobs/view/software-engineer-backend-fullstack-at-babel-4405928150,2026-05-14T11:58:24.576732+00:00
0,Firmware Engineer | Poland,linkedin,"Software Engineer (Java) - Relocation to Poland, Spain, or UAE",Revolut,Poland,Remote,Full-time,Java,"Microservices, Kubernetes, Tdd, Prometheus, Redis, Scala, Grafana, Kotlin, Gcp, Postgresql",English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-java-relocation-to-poland-spain-or-uae-at-revolut-3845490363,2026-05-14T11:58:26.973132+00:00
0,Firmware Engineer | USA,linkedin,"Software Engineer, New Grad",Notion,"San Francisco, CA",On-site,Contract,"Can, Claude, Javascript, Python, Typescript","Mysql, Mongodb, React, Node.Js, Internship",English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-new-grad-at-notion-4406118990,2026-05-14T11:58:29.513794+00:00
0,Firmware Engineer | USA,linkedin,"Software Engineer, New Grad (AI)",Notion,"San Francisco, CA",On-site,Contract,"Can, Python, Typescript","Mysql, React, Node.Js, Internship",English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-new-grad-ai-at-notion-4407498584,2026-05-14T11:58:29.513979+00:00
0,Firmware Engineer | USA,linkedin,Software Engineer I,Uber,"San Francisco, CA",Hybrid,Contract,"C, C++, Can, Java, Python","Git, Github, Sql, Mysql",English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-i-at-uber-4413278477,2026-05-14T11:58:29.514119+00:00
0,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Wing,"Palo Alto, CA",Remote,Full-time,"C, C++, Can, Rtos, Test Automation","Computer Vision, Linux, Safe",English,,,Recent,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-wing-4344488460,2026-05-14T11:58:29.514259+00:00
0,Firmware Engineer | USA,linkedin,Software Engineer - New Grad,SeatGeek,"New York, NY",Remote,Internship,"C, Can, Go, Python, Typescript","Gitlab, Swift, React, Redis, Docker, Kotlin, C#, Aws",English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-new-grad-at-seatgeek-4405162929,2026-05-14T11:58:29.514389+00:00
0,Firmware Engineer | USA,linkedin,"Software Engineer I, RLE",Handshake,"San Francisco, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-i-rle-at-handshake-4405865286,2026-05-14T11:58:29.514518+00:00
0,Firmware Engineer | USA,linkedin,"software engineer- ST, Nashville TN",Starbucks,"Nashville, TN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-st-nashville-tn-at-starbucks-4411459601,2026-05-14T11:58:29.514645+00:00
0,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Onto Innovation,"Wilmington, MA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-onto-innovation-4283192717,2026-05-14T11:58:29.514774+00:00
0,Firmware Engineer | USA,linkedin,Software Engineer I,Twitch,"San Francisco, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-i-at-twitch-4406584425,2026-05-14T11:58:29.515034+00:00
0,Firmware Engineer | United Kingdom,linkedin,"Software Engineer, New Grad",Deliveroo,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-new-grad-at-deliveroo-4379662791,2026-05-14T11:58:31.908230+00:00
0,Firmware Engineer | United Kingdom,linkedin,Embedded Software Engineer,Space Forge,"Cardiff, Wales, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/embedded-software-engineer-at-space-forge-4412751247,2026-05-14T11:58:31.908401+00:00
0,Firmware Engineer | United Kingdom,linkedin,Graduate Software Engineer,Dexory,"Wallingford, England, United Kingdom",On-site,Full-time,,Graduate,English,,,Recent,https://uk.linkedin.com/jobs/view/graduate-software-engineer-at-dexory-4402951771,2026-05-14T11:58:31.908542+00:00
0,Firmware Engineer | United Kingdom,linkedin,Junior Software Engineer,Tripadvisor,"London, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-software-engineer-at-tripadvisor-4314044699,2026-05-14T11:58:31.908673+00:00
0,Firmware Engineer | United Kingdom,linkedin,Embedded Software Engineer,EVONA,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/embedded-software-engineer-at-evona-4398247096,2026-05-14T11:58:31.908806+00:00
0,Firmware Engineer | United Kingdom,linkedin,Firmware Engineer,STATSports,"Newry Mourne And Down, Northern Ireland, United Kingdom",On-site,Full-time,Firmware,,English,,,Recent,https://uk.linkedin.com/jobs/view/firmware-engineer-at-statsports-4401831204,2026-05-14T11:58:31.908930+00:00
0,Firmware Engineer | United Kingdom,linkedin,"Software Engineer, Agents",Decagon,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-agents-at-decagon-4410965942,2026-05-14T11:58:31.909078+00:00
0,Firmware Engineer | United Kingdom,linkedin,Java/Kotlin Software Engineer - London,Zopa Bank,"London, England, United Kingdom",On-site,Full-time,Java,Kotlin,English,,,Recent,https://uk.linkedin.com/jobs/view/java-kotlin-software-engineer-london-at-zopa-bank-4036813631,2026-05-14T11:58:31.909204+00:00
0,Firmware Engineer | United Kingdom,linkedin,Graduate Firmware Engineer,hackajob,"Luton, England, United Kingdom",On-site,Full-time,Firmware,Graduate,English,,,Recent,https://uk.linkedin.com/jobs/view/graduate-firmware-engineer-at-hackajob-4403308071,2026-05-14T11:58:31.909337+00:00
