relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Tester | Austria,linkedin,Internship: Software Test Engineer - JavaCard Applications,NXP Semiconductors,"Gratkorn, Styria, Austria",Remote,Contract,"Can, Java, Jenkins, Test Automation","Senior, Internship",English,Senior,,Recent,https://at.linkedin.com/jobs/view/internship-software-test-engineer-javacard-applications-at-nxp-semiconductors-4390378393,2026-05-07T11:51:59.830866+00:00
0,Python Developer | United Kingdom,linkedin,Python Software Engineer,Prima,"London, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-software-engineer-at-prima-4149696449,2026-05-07T11:54:06.572463+00:00
0,Python Developer | United Kingdom,linkedin,Python Software Engineer,Enso Recruitment,"Belfast, Northern Ireland, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-software-engineer-at-enso-recruitment-4408185775,2026-05-07T11:54:06.572596+00:00
0,Python Developer | United Kingdom,linkedin,Junior Python Developer,RSM UK,"Greater London, England, United Kingdom",On-site,Full-time,Python,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-python-developer-at-rsm-uk-4405388721,2026-05-07T11:54:06.572728+00:00
0,Python Developer | United Kingdom,linkedin,"Software Developer (Python) - Up to £140,000 + Bonus + Package",Hunter Bond,"London, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-developer-python-up-to-%C2%A3140-000-%2B-bonus-%2B-package-at-hunter-bond-4408179319,2026-05-07T11:54:06.572859+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,numi,"London Area, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-numi-4320569358,2026-05-07T11:54:06.572999+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,Accenture,Greater Leeds Area,On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-accenture-4398494200,2026-05-07T11:54:06.573188+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,Vallum Associates,United Kingdom,On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-vallum-associates-4405618833,2026-05-07T11:54:06.573328+00:00
0,Python Test | Germany,linkedin,Quality Assurance Quality Control Engineer,Edison Smart®,"Frankfurt, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-quality-control-engineer-at-edison-smart%C2%AE-4399251272,2026-05-07T11:54:09.020210+00:00
0,Python Test | Germany,linkedin,Software Quality Engineer,Safety io,"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-quality-engineer-at-safety-io-4378105353,2026-05-07T11:54:09.020347+00:00
0,Python Test | Germany,linkedin,QA Engineer (Pytest),Insight International (UK) Ltd,"Munich, Bavaria, Germany",On-site,Contract,"Ci/Cd, Playwright, Pytest, Python, Selenium, Test Automation, Typescript","Golang, Regression Testing",English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-pytest-at-insight-international-uk-ltd-4410463989,2026-05-07T11:54:09.020478+00:00
0,Python Test | Germany,linkedin,Software Tester (m/f),OCULUS Optikgeräte GmbH,"Wetzlar, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-tester-m-f-at-oculus-optikger%C3%A4te-gmbh-4403588018,2026-05-07T11:54:09.020606+00:00
0,Python Test | Germany,linkedin,Quality Assurance Engineer,Ubique Systems,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-at-ubique-systems-4409270342,2026-05-07T11:54:09.020857+00:00
0,Python Test | Austria,linkedin,Quality Engineer,Trayport,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/quality-engineer-at-trayport-4399977766,2026-05-07T11:54:11.396102+00:00
0,Python Test | Remote,linkedin,Software Testing Analyst,Alignerr,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-testing-analyst-at-alignerr-4411288752,2026-05-07T11:54:16.270544+00:00
0,Python Test | Czech Republic,linkedin,Automation Engineer,Eaton,"Bajos de Haina, San Cristóbal, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/automation-engineer-at-eaton-4406476697,2026-05-07T11:54:21.079287+00:00
0,Python Test | Czech Republic,linkedin,Trainee in Application Lab,STMicroelectronics,"Batey 8, Independencia Province, Dominican Republic",On-site,Full-time,,Trainee,English,,,Recent,https://do.linkedin.com/jobs/view/trainee-in-application-lab-at-stmicroelectronics-4377848452,2026-05-07T11:54:21.079556+00:00
0,Python Test | Czech Republic,linkedin,Sr. SDET (Gaming Industry),Perform,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/sr-sdet-gaming-industry-at-perform-4362287427,2026-05-07T11:54:21.079686+00:00
0,Python Test | Czech Republic,linkedin,R&D Development Engineer for Surface Process Technology,BAUMANN Springs North America,Dominican Republic,On-site,Full-time,,R,English,,,Recent,https://do.linkedin.com/jobs/view/r-d-development-engineer-for-surface-process-technology-at-baumann-springs-north-america-4408119759,2026-05-07T11:54:21.080200+00:00
0,Python Test | USA,linkedin,Data Scientist,Los Angeles Lakers,"El Segundo, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/data-scientist-at-los-angeles-lakers-4410249834,2026-05-07T11:54:26.096716+00:00
0,Python Test | USA,linkedin,Quality Assurance Automation Engineer,Atos,"Chicago, IL",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-atos-4408858644,2026-05-07T11:54:26.097457+00:00
0,Python Test | USA,linkedin,Quality Assurance Automation Engineer,Atos,"Charlotte, NC",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-atos-4408888264,2026-05-07T11:54:26.097594+00:00
0,Python Test | USA,linkedin,QA Test Automation Engineer,Stefanini North America and APAC,"Philadelphia, PA",On-site,Full-time,Test Automation,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-test-automation-engineer-at-stefanini-north-america-and-apac-4411267872,2026-05-07T11:54:26.097726+00:00
0,Python Test | USA,linkedin,Quality Assurance Engineer,ViewLift,New York City Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-viewlift-4409021592,2026-05-07T11:54:26.097852+00:00
0,Python Test | USA,linkedin,Quality Assurance Automation Engineer,Synergyassure Inc,"Atlanta, GA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-synergyassure-inc-4408874198,2026-05-07T11:54:26.097974+00:00
0,Python Test | United Kingdom,linkedin,Software QA Analyst,MoneyPlus,"Manchester Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-qa-analyst-at-moneyplus-4405533003,2026-05-07T11:54:28.579149+00:00
0,Python Test | United Kingdom,linkedin,Quality Assurance Analyst,DP World,"Southampton, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-analyst-at-dp-world-4400833530,2026-05-07T11:54:28.579544+00:00
0,Python Test | United Kingdom,linkedin,Quality Assurance Engineer,Head Resourcing,"Edinburgh, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-head-resourcing-4406077956,2026-05-07T11:54:28.579677+00:00
0,Python Test | United Kingdom,linkedin,Quality Assurance Engineer,develop,"Fareham, England, United Kingdom",Remote,Internship,"Ci/Cd, Javascript, Playwright, Python, Test Automation","Cypress, Manual Testing, Git, Dart, Postman, Agile",English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-develop-4406797892,2026-05-07T11:54:28.579809+00:00
0,Python Test | United Kingdom,linkedin,Quality Engineer,SGS,"Barnet, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-engineer-at-sgs-4404680781,2026-05-07T11:54:28.579937+00:00
0,Python Test | United Kingdom,linkedin,Quality Assurance Developer,Acquire,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-developer-at-acquire-4407377817,2026-05-07T11:54:28.580077+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software / Firmware Engineer,SE3 Labs,"Erding, Bavaria, Germany",On-site,Full-time,Firmware,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-firmware-engineer-at-se3-labs-4403104381,2026-05-07T11:54:31.043207+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Firmware Developer (Agri-Tech / Sensor Systems) (m/f/d),stenon,"Potsdam, Brandenburg, Germany",On-site,Full-time,Firmware,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-firmware-developer-agri-tech-sensor-systems-m-f-d-at-stenon-4406545307,2026-05-07T11:54:31.043524+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software Ingenieur (w/m/d),XTENDED ENGINEERING GMBH,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-ingenieur-w-m-d-at-xtended-engineering-gmbh-4409179820,2026-05-07T11:54:31.043672+00:00
0,Firmware Engineer | Germany,linkedin,"Embedded Software Engineer
Software, Engineering, Manufacture",Sonardyne Inc.,"Hamburg, Hamburg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-engineer%0Asoftware-engineering-manufacture-at-sonardyne-inc-4408522235,2026-05-07T11:54:31.043932+00:00
0,Firmware Engineer | Germany,linkedin,embedded Software Developer (m/w/d),INSYS icom,"Regensburg, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-developer-m-w-d-at-insys-icom-4411243116,2026-05-07T11:54:31.044076+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software Engineer (m/w/d),NOVUS,"Brunswick, Lower Saxony, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-engineer-m-w-d-at-novus-4404164166,2026-05-07T11:54:31.044213+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software Engineer (m/f/d),Agile Robots SE,"Munich, Bavaria, Germany",On-site,Full-time,,Agile,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-engineer-m-f-d-at-agile-robots-se-4406491772,2026-05-07T11:54:31.044343+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Developer (m/w/d),efinio IT & Engineering,"Upper Austria, Austria",Remote,Full-time,"Arm, C, C++, Can, Driver Development, I2C, Microcontroller, Rtos, Spi, Uart","Stm32, Freertos, R, Esp32, Associate",German,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-developer-m-w-d-at-efinio-it-engineering-4403395676,2026-05-07T11:54:33.404348+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Engineer (full-time)  (f/m/d),TriLite Technologies,"Vienna, Vienna, Austria",Remote,Contract,"C, C++, Ci/Cd, Embedded Systems","Linux, Machine Learning",English,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-engineer-full-time-f-m-d-at-trilite-technologies-4400827822,2026-05-07T11:54:33.404518+00:00
0,Firmware Engineer | Austria,linkedin,"Software Engineer, C++ (CV)",Snap Inc.,"Vienna, Austria",On-site,Full-time,"C, C++",,English,,,Recent,https://at.linkedin.com/jobs/view/software-engineer-c%2B%2B-cv-at-snap-inc-4399146787,2026-05-07T11:54:33.404663+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Entwickler (w/m/d),Knorr-Bremse AG,"Mödling, Lower Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-entwickler-w-m-d-at-knorr-bremse-ag-4395938202,2026-05-07T11:54:33.405240+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Engineer,Tractive,"Linz, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-engineer-at-tractive-4408227875,2026-05-07T11:54:33.405377+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Systems & Verification Engineer (m/f/d),PIDSO--Propagation Ideas and Solutions,"Vienna, Vienna, Austria",On-site,Full-time,Embedded Systems,,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-systems-verification-engineer-m-f-d-at-pidso-propagation-ideas-and-solutions-4402471459,2026-05-07T11:54:33.405639+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer – e-Bike Systems,Specialized Bicycle Components,"Cham, Zug, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-%E2%80%93-e-bike-systems-at-specialized-bicycle-components-4249261377,2026-05-07T11:54:35.861774+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer (m/w/d),STÄUBLI,"Sargans, St Gallen, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-m-w-d-at-st%C3%A4ubli-4409376242,2026-05-07T11:54:35.861954+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer (80%-100%) - Zurich,Code Compass 🧭,Zürich Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-80%25-100%25-zurich-at-code-compass-%F0%9F%A7%AD-4406477706,2026-05-07T11:54:35.862115+00:00
0,Firmware Engineer | Switzerland,linkedin,Junior Embedded Software Engineer (C/C++) (m/w/d),Onyx Circle,"Thurgau, Switzerland",On-site,Full-time,"C, C++",Junior,English,,,Recent,https://ch.linkedin.com/jobs/view/junior-embedded-software-engineer-c-c%2B%2B-m-w-d-at-onyx-circle-4400505602,2026-05-07T11:54:35.862257+00:00
0,Firmware Engineer | Switzerland,linkedin,Software Engineer,Etanox AG,"Root, Lucerne, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-at-etanox-ag-4407415434,2026-05-07T11:54:35.862394+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer – e Bike Systems (80–100%),Specialized Bicycle Components,"Cham, Zug, Switzerland",Remote,Internship,"Bash, C, Can, Firmware, Python","Zephyr, Git, Jira",English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-%E2%80%93-e-bike-systems-80%E2%80%93100%25-at-specialized-bicycle-components-4411218478,2026-05-07T11:54:35.862662+00:00
0,Firmware Engineer | Switzerland,linkedin,Software Engineer – ETLs & Microservices,lastminute.com,"Chiasso, Ticino, Switzerland",On-site,Full-time,,Microservices,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-%E2%80%93-etls-microservices-at-lastminute-com-4402889113,2026-05-07T11:54:35.862936+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer (w/m),GPV,"Lachen, Schwyz, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-w-m-at-gpv-4402239461,2026-05-07T11:54:35.863087+00:00
0,Firmware Engineer | Remote,linkedin,Embedded Softwareentwickler (m/w/d),ICT Digital Solutions GmbH,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-softwareentwickler-m-w-d-at-ict-digital-solutions-gmbh-4399566405,2026-05-07T11:54:38.294434+00:00
0,Firmware Engineer | Remote,linkedin,Embedded Engineer,5V Tech,"Munich, Bavaria, Germany",Remote,Contract,"C, Can, Embedded Systems, Firmware, I2C, Spi, Uart","Soc, Agile, Scrum, Kanban",English,,,Recent,https://de.linkedin.com/jobs/view/embedded-engineer-at-5v-tech-4403623390,2026-05-07T11:54:38.294572+00:00
0,Firmware Engineer | Remote,linkedin,Freelance Embedded Software Engineer,Vivid Resourcing,Germany,Remote,Contract,,,English,,,Recent,https://de.linkedin.com/jobs/view/freelance-embedded-software-engineer-at-vivid-resourcing-4383759739,2026-05-07T11:54:38.294845+00:00
0,Firmware Engineer | Remote,linkedin,Software Engineer I - Entry Level,Mercor,"Berlin, Berlin, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-i-entry-level-at-mercor-4405352011,2026-05-07T11:54:38.294972+00:00
0,Firmware Engineer | Remote,linkedin,AI Software Engineer | Upto $500,Mercor,"Berlin, Berlin, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/ai-software-engineer-upto-%24500-at-mercor-4408345783,2026-05-07T11:54:38.295111+00:00
0,Firmware Engineer | Slovakia,linkedin,Java / Kotlin Software Engineer,Avenga,"Bratislava, Slovakia",Remote,Contract,"Can, Ci/Cd, Java","Grafana, Kotlin, Gitlab, Spring Boot, Docker, Postgresql, Kubernetes",English,,,Recent,https://sk.linkedin.com/jobs/view/java-kotlin-software-engineer-at-avenga-4395981584,2026-05-07T11:54:40.683996+00:00
0,Firmware Engineer | Slovakia,linkedin,Software Engineer,Iron Mountain,Slovakia,Remote,Contract,"Ci/Cd, Python","Gcp, Aws, Sql, Google Cloud, Git, React, Gitlab Ci, Scrum, Docker, Gitlab",English,,,Recent,https://sk.linkedin.com/jobs/view/software-engineer-at-iron-mountain-4401931748,2026-05-07T11:54:40.684420+00:00
0,Firmware Engineer | Slovakia,linkedin,Software Engineer - Automation,Paymentology,"Bratislava, Bratislava, Slovakia",On-site,Internship,"Bash, Can, Ci/Cd, Java, Javascript, Langchain, Python","Serverless, Flask, Gcp, Azure, Aws, Devops, Datadog, Node.Js, Prometheus, Terraform",English,,,Recent,https://sk.linkedin.com/jobs/view/software-engineer-automation-at-paymentology-4400575870,2026-05-07T11:54:40.684697+00:00
0,Firmware Engineer | Slovakia,linkedin,Software Engineer,Cisco,"Bratislava, Bratislava, Slovakia",Hybrid,Full-time,"C, C++, Cursor, Java, Javascript, Python","Node.Js, Mysql, Microservices, Devops, Git, Postgresql",English,,,Recent,https://sk.linkedin.com/jobs/view/software-engineer-at-cisco-4405446409,2026-05-07T11:54:40.684970+00:00
0,Firmware Engineer | Czech Republic,linkedin,"Software Development Engineer (Santo Domingo, DO)",Parking Network B.V.,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,"C, Can, Ci/Cd, Github Actions, Github Copilot, Java, Jenkins, Playwright, Python, Selenium, Test Automation, Typescript","C#, Linux, Aws, Sql, Oracle, Github, Appium, Agile",English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-santo-domingo-do-at-parking-network-b-v-4409003517,2026-05-07T11:54:43.095627+00:00
0,Firmware Engineer | Czech Republic,linkedin,Software Engineer Java,Babel,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,Java,,English,,,Recent,https://do.linkedin.com/jobs/view/software-engineer-java-at-babel-4405918197,2026-05-07T11:54:43.095913+00:00
0,Firmware Engineer | Czech Republic,linkedin,Software Engineer (Python/Go) - Remote Work,BairesDev,Dominican Republic,Remote,Full-time,"Go, Python",,English,,,Recent,https://do.linkedin.com/jobs/view/software-engineer-python-go-remote-work-at-bairesdev-4409917398,2026-05-07T11:54:43.096198+00:00
0,Firmware Engineer | Czech Republic,linkedin,Software Engineer Backend/ Fullstack,Babel,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-engineer-backend-fullstack-at-babel-4405928150,2026-05-07T11:54:43.096329+00:00
0,Firmware Engineer | Czech Republic,linkedin,Software Engineer. Intelligent Automation & Agent Systems,Emapta Global,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-engineer-intelligent-automation-agent-systems-at-emapta-global-4408980125,2026-05-07T11:54:43.096583+00:00
0,Firmware Engineer | Poland,linkedin,"Software Engineer (Java) - Relocation to Poland, Spain, or UAE",Revolut,Poland,On-site,Full-time,Java,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-java-relocation-to-poland-spain-or-uae-at-revolut-3845490363,2026-05-07T11:54:45.538067+00:00
0,Firmware Engineer | Poland,linkedin,"Software Engineer, FinOps",Samba TV,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-finops-at-samba-tv-4312933080,2026-05-07T11:54:45.538344+00:00
0,Firmware Engineer | Poland,linkedin,Embedded Software Developer,People More,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/embedded-software-developer-at-people-more-4407450632,2026-05-07T11:54:45.538613+00:00
0,Firmware Engineer | USA,linkedin,"Software Engineer, New Grad",Notion,"San Francisco, CA",On-site,Contract,"Can, Claude, Javascript, Python, Typescript","Node.Js, Mysql, React, Internship, Mongodb",English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-new-grad-at-notion-4406118990,2026-05-07T11:54:48.101242+00:00
0,Firmware Engineer | USA,linkedin,"Software Engineer, New Grad (AI)",Notion,"San Francisco, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-new-grad-ai-at-notion-4407498584,2026-05-07T11:54:48.101417+00:00
0,Firmware Engineer | USA,linkedin,"Software Engineer, Airbnb - New Grad",Airbnb,"San Francisco, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-airbnb-new-grad-at-airbnb-4409135057,2026-05-07T11:54:48.101559+00:00
0,Firmware Engineer | USA,linkedin,"Software Engineer, Airbnb - New Grad",Airbnb,"Seattle, WA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-airbnb-new-grad-at-airbnb-4409130289,2026-05-07T11:54:48.101698+00:00
0,Firmware Engineer | USA,linkedin,Software Engineer 1,Intuit,"New York, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-1-at-intuit-4401727507,2026-05-07T11:54:48.101835+00:00
0,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Wing,"Palo Alto, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-wing-4344488460,2026-05-07T11:54:48.101974+00:00
0,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Bose Corporation,"Binghamton, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-bose-corporation-4378118478,2026-05-07T11:54:48.102124+00:00
0,Firmware Engineer | USA,linkedin,"Software Engineer I, RLE",Handshake,"San Francisco, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-i-rle-at-handshake-4405865286,2026-05-07T11:54:48.102256+00:00
0,Firmware Engineer | USA,linkedin,Software Engineer - New Grad,SeatGeek,"New York, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-new-grad-at-seatgeek-4405162929,2026-05-07T11:54:48.102382+00:00
0,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Onto Innovation,"Wilmington, MA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-onto-innovation-4283192717,2026-05-07T11:54:48.102514+00:00
0,Firmware Engineer | United Kingdom,linkedin,"Embedded Software Engineer (Full time, Permanent)",SMD,"Wallsend, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/embedded-software-engineer-full-time-permanent-at-smd-4400765552,2026-05-07T11:54:50.524739+00:00
0,Firmware Engineer | United Kingdom,linkedin,"Software Engineer, New Grad",Deliveroo,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-new-grad-at-deliveroo-4379662791,2026-05-07T11:54:50.524908+00:00
0,Firmware Engineer | United Kingdom,linkedin,Graduate Embedded Software Engineer,targetjobs UK,"Bristol, England, United Kingdom",On-site,Full-time,,Graduate,English,,,Recent,https://uk.linkedin.com/jobs/view/graduate-embedded-software-engineer-at-targetjobs-uk-4399623731,2026-05-07T11:54:50.525066+00:00
0,Firmware Engineer | United Kingdom,linkedin,"Software Engineer, Agents",Decagon,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-agents-at-decagon-4410965942,2026-05-07T11:54:50.525473+00:00
0,Firmware Engineer | United Kingdom,linkedin,Embedded Software Engineer,Deep Sea Electronics Ltd,"Nottinghamshire, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/embedded-software-engineer-at-deep-sea-electronics-ltd-4407246741,2026-05-07T11:54:50.525602+00:00
0,Firmware Engineer | United Kingdom,linkedin,Embedded Software Engineer,EVONA,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/embedded-software-engineer-at-evona-4398247096,2026-05-07T11:54:50.525730+00:00
0,Firmware Engineer | United Kingdom,linkedin,Firmware Engineer,STATSports,"Newry Mourne And Down, Northern Ireland, United Kingdom",On-site,Full-time,Firmware,,English,,,Recent,https://uk.linkedin.com/jobs/view/firmware-engineer-at-statsports-4401831204,2026-05-07T11:54:50.525853+00:00
