relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Python Test | Germany,linkedin,Senior Software Developer Test (m/w/d),Rohde & Schwarz,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,"C, C++, Ci/Cd","Senior, Gitlab Ci, R, Gitlab, Jira, Linux, Git",German,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-software-developer-test-m-w-d-at-rohde-schwarz-4468519132,2026-09-24T14:47:01.480033+00:00
0,Test Automation | Germany,linkedin,Test Automation Engineer – Cucumber,Jobgether,Germany,On-site,Full-time,Test Automation,Cucumber,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-%E2%80%93-cucumber-at-jobgether-4467559268,2026-09-24T14:46:04.867621+00:00
0,Test Automation | Austria,linkedin,Test Automation Engineer – Cucumber,Jobgether,Austria,On-site,Full-time,Test Automation,Cucumber,English,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-%E2%80%93-cucumber-at-jobgether-4467556294,2026-09-24T14:46:08.365658+00:00
0,Test Automation | Austria,linkedin,Test Automation Engineer (m/f/d),Atos,"Vienna, Vienna, Austria",On-site,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-m-f-d-at-atos-4425302065,2026-09-24T14:46:08.366345+00:00
0,Test Automation | Switzerland,linkedin,Test Automation Engineer – Cucumber,Jobgether,Switzerland,On-site,Full-time,Test Automation,Cucumber,English,,,Recent,https://ch.linkedin.com/jobs/view/test-automation-engineer-%E2%80%93-cucumber-at-jobgether-4467557250,2026-09-24T14:46:11.848175+00:00
0,Test Automation | Switzerland,linkedin,QA Automation Engineer (H/F),CBTW,"Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-automation-engineer-h-f-at-cbtw-4468374922,2026-09-24T14:46:11.848344+00:00
0,Test Automation | Switzerland,linkedin,Sr. Automation Tester with IRS GFE required,Jobgether,Switzerland,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/sr-automation-tester-with-irs-gfe-required-at-jobgether-4468763435,2026-09-24T14:46:11.848500+00:00
0,Test Automation | Switzerland,linkedin,Test Automation Engineer,Qim info,"Geneva, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-automation-engineer-at-qim-info-4461173328,2026-09-24T14:46:11.849301+00:00
0,Test Automation | Poland,linkedin,Test Automation Engineer,Sportano.pl,"Zielona Góra, Lubuskie, Poland",On-site,Full-time,Test Automation,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-at-sportano-pl-4464379384,2026-09-24T14:46:22.653663+00:00
0,Test Automation | Poland,linkedin,Test Automation with Java (f/m/x),Sii Poland,"Łódź, Łódzkie, Poland",On-site,Full-time,"Java, Test Automation",,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-with-java-f-m-x-at-sii-poland-4462770834,2026-09-24T14:46:22.653880+00:00
0,Test Automation | Poland,linkedin,Test Automation Engineer – Cucumber,Jobgether,Poland,On-site,Full-time,Test Automation,Cucumber,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-%E2%80%93-cucumber-at-jobgether-4467560205,2026-09-24T14:46:22.654384+00:00
0,Test Automation | Poland,linkedin,Test Automation Engineer (M/F/D),DSV - Global Transport and Logistics,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Test Automation,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-m-f-d-at-dsv-global-transport-and-logistics-4439162204,2026-09-24T14:46:22.654892+00:00
0,Test Automation | Poland,linkedin,Test Automation Engineer,Euroclear,"Cracow, Małopolskie, Poland",On-site,Full-time,Test Automation,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-at-euroclear-4455407895,2026-09-24T14:46:22.655046+00:00
0,Test Automation | USA,linkedin,QE Automation Engineer,Tata Consultancy Services,"New York, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qe-automation-engineer-at-tata-consultancy-services-4459449143,2026-09-24T14:46:25.231844+00:00
0,Test Automation | USA,linkedin,"Sr Software QA Engineer, Test Automation",TransCore,"Round Rock, TX",On-site,Full-time,Test Automation,,English,,,Recent,https://www.linkedin.com/jobs/view/sr-software-qa-engineer-test-automation-at-transcore-4450826674,2026-09-24T14:46:25.232171+00:00
0,Test Automation | USA,linkedin,QE Test Automation Engineer – Mobile & Web Automation,Cognizant,"Austin, TX",Remote,Full-time,Test Automation,,English,,,Recent,https://www.linkedin.com/jobs/view/qe-test-automation-engineer-%E2%80%93-mobile-web-automation-at-cognizant-4465475580,2026-09-24T14:46:25.232495+00:00
0,Test Automation | USA,linkedin,Test Automation Engineer,"BAE Systems, Inc.","Sterling, VA",On-site,Full-time,Test Automation,,English,,,Recent,https://www.linkedin.com/jobs/view/test-automation-engineer-at-bae-systems-inc-4448810407,2026-09-24T14:46:25.232657+00:00
0,Test Automation | USA,linkedin,"Sr Eng, Software Dev Test QE",LPL Financial,"Fort Mill, SC",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/sr-eng-software-dev-test-qe-at-lpl-financial-4462735263,2026-09-24T14:46:25.232836+00:00
0,Test Automation | USA,linkedin,QA Automation Engineer,Flexjet,"Dallas, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-automation-engineer-at-flexjet-4459318176,2026-09-24T14:46:25.232992+00:00
0,Test Automation | USA,linkedin,Quality Tester,Tata Consultancy Services,"Charlotte, NC",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-tester-at-tata-consultancy-services-4469478436,2026-09-24T14:46:25.233144+00:00
0,Test Automation | United Kingdom,linkedin,Software Automation Engineer,Eden Scott,"Glasgow, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-automation-engineer-at-eden-scott-4467383246,2026-09-24T14:46:28.518542+00:00
0,Test Automation | United Kingdom,linkedin,Junior SDET (Software Development Engineer in Test),Cognizant,"London, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-sdet-software-development-engineer-in-test-at-cognizant-4404489022,2026-09-24T14:46:28.519347+00:00
0,Test Automation | United Kingdom,linkedin,Quality Assurance Automation Engineer,Ronald James Group,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-ronald-james-group-4462948543,2026-09-24T14:46:28.519816+00:00
0,Python Developer | Germany,linkedin,Software Engineer / Backend Developer Python (m/w/d),TRAENO GmbH,Greater Erfurt Area,On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-backend-developer-python-m-w-d-at-traeno-gmbh-4471489339,2026-09-24T14:46:32.121202+00:00
0,Python Developer | Germany,linkedin,Softwareentwickler Backend / Python (all gender),ALTEN,"Erlangen, Bavaria, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/softwareentwickler-backend-python-all-gender-at-alten-4465300107,2026-09-24T14:46:32.121363+00:00
0,Python Developer | Germany,linkedin,Software Engineer (Python/ Backend),metamorphosis GmbH,"Paderborn, North Rhine-Westphalia, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-python-backend-at-metamorphosis-gmbh-4467361753,2026-09-24T14:46:32.122292+00:00
0,Python Developer | Germany,linkedin,Backend Developer (m/f/x),Cyber Insight,"Leipzig, Saxony, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/backend-developer-m-f-x-at-cyber-insight-4461159027,2026-09-24T14:46:32.122435+00:00
0,Python Developer | Austria,linkedin,Backend Developer (Phyton/Odoo),Schrankerl,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/backend-developer-phyton-odoo-at-schrankerl-4457232114,2026-09-24T14:46:34.588047+00:00
0,Python Developer | Austria,linkedin,Software-Backend-Entwickler mit Leidenschaft für KI (m/w/x) - Standort Linz,EV Group,"Braunau am Inn, Upper Austria, Austria",On-site,Full-time,,R,German,,,Recent,https://at.linkedin.com/jobs/view/software-backend-entwickler-mit-leidenschaft-f%C3%BCr-ki-m-w-x-standort-linz-at-ev-group-4465976584,2026-09-24T14:46:34.588371+00:00
0,Python Developer | Austria,linkedin,Full Stack Developer:in (m/w/d),DIS AG,"Vienna, Vienna, Austria",On-site,Internship,"C, C++, Python","Mysql, C#, R, Postgresql, Php, Django, Vue.Js",German,,,Recent,https://at.linkedin.com/jobs/view/full-stack-developer-in-m-w-d-at-dis-ag-4461594895,2026-09-24T14:46:34.588688+00:00
0,Python Developer | Austria,linkedin,"Software Engineer, New Grad (2027)",Sentry,"Innere Stadt, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-engineer-new-grad-2027-at-sentry-4465830359,2026-09-24T14:46:34.588861+00:00
0,Python Developer | Austria,linkedin,Softwareentwickler*in C#/Python (m/w/d),IVM Technical Consultants,"Wels, Upper Austria, Austria",On-site,Full-time,"C, Python",C#,English,,,Recent,https://at.linkedin.com/jobs/view/softwareentwickler-in-c%23-python-m-w-d-at-ivm-technical-consultants-4471447425,2026-09-24T14:46:34.589016+00:00
0,Python Developer | Switzerland,linkedin,Software Engineer (Python) (all genders),AXA Switzerland,"Winterthur, Zurich, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-python-all-genders-at-axa-switzerland-4461120917,2026-09-24T14:46:38.090856+00:00
0,Python Developer | Switzerland,linkedin,Software Engineer (Python) (all genders),AXA,"Winterthur, Zurich, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-python-all-genders-at-axa-4463335426,2026-09-24T14:46:38.091043+00:00
0,Python Developer | Switzerland,linkedin,Backend Software Engineer,mygrid AG,"Brugg, Aargau, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/backend-software-engineer-at-mygrid-ag-4466925158,2026-09-24T14:46:38.091352+00:00
0,Python Developer | Switzerland,linkedin,Backend Developer Python,Mynameis,"Chiasso, Ticino, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/backend-developer-python-at-mynameis-4461088513,2026-09-24T14:46:38.091501+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer (m/f/n),ESET,"Bratislava, Bratislava, Slovakia",On-site,Internship,"Ai Agents, C, C++, Can, Ci/Cd, Java, Jenkins, Python","Fastapi, Cassandra, Kubernetes, Nosql, Machine Learning, Linux, Spark, Sql, Flask, Git",English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-m-f-n-at-eset-4414037159,2026-09-24T14:46:44.663028+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer - AI Security Platform (m/f/n),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-ai-security-platform-m-f-n-at-eset-4385072625,2026-09-24T14:46:44.663214+00:00
0,Python Developer | Slovakia,linkedin,Software Developer,Frequentis,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-developer-at-frequentis-4450333957,2026-09-24T14:46:44.663378+00:00
0,Python Developer | Slovakia,linkedin,Full-Stack Developer (Python and JavaScript/Typescript) (m/f),PwC Slovakia,"Bratislava, Bratislava, Slovakia",On-site,Full-time,"Javascript, Python, Typescript",,English,,,Recent,https://sk.linkedin.com/jobs/view/full-stack-developer-python-and-javascript-typescript-m-f-at-pwc-slovakia-4446424409,2026-09-24T14:46:44.663692+00:00
0,Python Developer | Slovakia,linkedin,Software Engineer,Cisco,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-engineer-at-cisco-4454046689,2026-09-24T14:46:44.663867+00:00
0,Python Developer | Slovakia,linkedin,GenAI Engineer,Capco,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/genai-engineer-at-capco-4232925582,2026-09-24T14:46:44.664336+00:00
0,Python Developer | Slovakia,linkedin,GenAI Engineer,Capco,"Košice, Kosice, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/genai-engineer-at-capco-4232921932,2026-09-24T14:46:44.664491+00:00
0,Python Developer | Czech Republic,linkedin,Full Stack Developer (Python),Perform,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-developer-python-at-perform-4415707267,2026-09-24T14:46:47.618545+00:00
0,Python Developer | Czech Republic,linkedin,Full Stack Developer,Flatiron Software,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-developer-at-flatiron-software-4464325183,2026-09-24T14:46:47.618919+00:00
0,Python Developer | Czech Republic,linkedin,AI Engineer (Python) - Remote Work,BairesDev,Dominican Republic,Remote,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/ai-engineer-python-remote-work-at-bairesdev-4469461330,2026-09-24T14:46:47.619391+00:00
0,Python Developer | Czech Republic,linkedin,AI Engineer - Remote Work,BairesDev,Dominican Republic,Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ai-engineer-remote-work-at-bairesdev-4469459513,2026-09-24T14:46:47.619889+00:00
0,Python Developer | Poland,linkedin,Python Developer,ALGOTEQUE Innovation Hub,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-algoteque-innovation-hub-4470256097,2026-09-24T14:46:51.133233+00:00
0,Python Developer | Poland,linkedin,Python Developer – B2B,ALGOTEQUE Innovation Hub,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-%E2%80%93-b2b-at-algoteque-innovation-hub-4470238978,2026-09-24T14:46:51.133420+00:00
0,Python Developer | Poland,linkedin,Python Developer with Cloud Native - Tieto Tech Consulting (m/f/d),Tieto,"Szczecin, Zachodniopomorskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-with-cloud-native-tieto-tech-consulting-m-f-d-at-tieto-4465694641,2026-09-24T14:46:51.134420+00:00
0,Python Developer | Poland,linkedin,Python Developer with Cloud Native - Tieto Tech Consulting (m/f/d),Tieto,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,Python,"Microservices, Gitlab, Kubernetes, Linux, Devops, Docker",English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-with-cloud-native-tieto-tech-consulting-m-f-d-at-tieto-4465695667,2026-09-24T14:46:51.134731+00:00
0,Python Developer | USA,linkedin,Python Django Developer,Tata Consultancy Services,"Morrisville, NC",On-site,Full-time,Python,Django,English,,,Recent,https://www.linkedin.com/jobs/view/python-django-developer-at-tata-consultancy-services-4451909310,2026-09-24T14:46:54.676022+00:00
0,Python Developer | USA,linkedin,Python Developer,LTM,"Irving, TX",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-ltm-4438331320,2026-09-24T14:46:54.676175+00:00
0,Python Developer | USA,linkedin,Python Django Developer,Tata Consultancy Services,"San Jose, CA",On-site,Full-time,Python,"Django, Aws",English,,,Recent,https://www.linkedin.com/jobs/view/python-django-developer-at-tata-consultancy-services-4457648341,2026-09-24T14:46:54.676469+00:00
0,Python Developer | USA,linkedin,Python Developer III,Bank of America,"Jersey City, NJ",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-iii-at-bank-of-america-4454812137,2026-09-24T14:46:54.676618+00:00
0,Python Developer | USA,linkedin,Python Developer,Synechron,"Jersey City, NJ",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-synechron-4464227292,2026-09-24T14:46:54.676935+00:00
0,Python Developer | USA,linkedin,Python/Software Developer,Advatix LATAM,"Bronx, NY",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-software-developer-at-advatix-latam-4462361684,2026-09-24T14:46:54.677089+00:00
0,Python Developer | USA,linkedin,Python Engineer and Developer - Associate,iCapital,"Stamford, CT",On-site,Full-time,Python,Associate,English,,,Recent,https://www.linkedin.com/jobs/view/python-engineer-and-developer-associate-at-icapital-4457571716,2026-09-24T14:46:54.677229+00:00
0,Python Developer | United Kingdom,linkedin,Software Engineer III - Backend Python,JPMorganChase,"Bournemouth, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-iii-backend-python-at-jpmorganchase-4444969828,2026-09-24T14:46:58.346817+00:00
0,Python Test | Germany,linkedin,Sr. Python Test Automation Engineer (f/m/d) at an established IT-Security Company,Zertificon Solutions GmbH,"Neukölln, Berlin, Germany",On-site,Full-time,"Python, Test Automation",,English,,,Recent,https://de.linkedin.com/jobs/view/sr-python-test-automation-engineer-f-m-d-at-an-established-it-security-company-at-zertificon-solutions-gmbh-4464507267,2026-09-24T14:47:01.479836+00:00
0,Python Test | Germany,linkedin,Embedded Python Tester | Embedded Systems | CI | Python (all gender),ALTEN,"Munich, Bavaria, Germany",On-site,Full-time,"Embedded Systems, Python",,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-python-tester-embedded-systems-ci-python-all-gender-at-alten-4455020927,2026-09-24T14:47:01.480197+00:00
0,Python Test | Germany,linkedin,Test Automation Engineer,Redcare Pharmacy,"Cologne, North Rhine-Westphalia, Germany",On-site,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-at-redcare-pharmacy-4469759088,2026-09-24T14:47:01.480351+00:00
0,Python Test | Germany,linkedin,Softwareentwickler Python (w/m/d),FRITZ!,"Berlin, Berlin, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/softwareentwickler-python-w-m-d-at-fritz%21-4462227638,2026-09-24T14:47:01.480504+00:00
0,Python Test | Germany,linkedin,Test Automation Engineer (m/w/d) – Python & Squish,ACONEXT,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,"Python, Test Automation",,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-m-w-d-%E2%80%93-python-squish-at-aconext-4460494276,2026-09-24T14:47:01.480659+00:00
0,Python Test | Germany,linkedin,Software Test Automation Engineer (d/f/m),Leica Microsystems,"Mannheim, Baden-Württemberg, Germany",On-site,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/software-test-automation-engineer-d-f-m-at-leica-microsystems-4428288334,2026-09-24T14:47:01.480844+00:00
0,Python Test | Germany,linkedin,Software Test Engineer (m/w/x),K-tronik GmbH,"Nuremberg, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-test-engineer-m-w-x-at-k-tronik-gmbh-4461458975,2026-09-24T14:47:01.480999+00:00
0,Python Test | Germany,linkedin,Software-Tester (w/m/d) Schwerpunkt Testautomatisierung,seca – precision for health,"Hamburg, Germany",On-site,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/software-tester-w-m-d-schwerpunkt-testautomatisierung-at-seca-%E2%80%93-precision-for-health-4469120405,2026-09-24T14:47:01.481152+00:00
0,Python Test | Germany,linkedin,QA Engineer - Quantum Computing (m/w/d),eleQtron,"Siegen, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-quantum-computing-m-w-d-at-eleqtron-4467197524,2026-09-24T14:47:01.481315+00:00
0,Python Test | Austria,linkedin,Test Automation Engineer (all genders) [Wien],adesso Austria GmbH,"Vienna, Austria",On-site,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-all-genders-wien-at-adesso-austria-gmbh-4370503347,2026-09-24T14:47:04.740912+00:00
0,Python Test | Austria,linkedin,AI Quality Automation Engineer (m/f/d),MED-EL,"Innsbruck, Tyrol, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/ai-quality-automation-engineer-m-f-d-at-med-el-4460189745,2026-09-24T14:47:04.741225+00:00
0,Python Test | Austria,linkedin,AI Quality Automation Engineer (m/w/d),MED-EL,"Innsbruck, Tyrol, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/ai-quality-automation-engineer-m-w-d-at-med-el-4460191698,2026-09-24T14:47:04.741379+00:00
0,Python Test | Switzerland,linkedin,Software Test & Validation Engineer,Harmattan AI,"Lausanne, Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-validation-engineer-at-harmattan-ai-4398385941,2026-09-24T14:47:07.240542+00:00
0,Python Test | Switzerland,linkedin,Software Engineer in Test,Hexagon Robotics,"Zurich, Switzerland",Remote,Internship,"C, C++, Ci/Cd, Embedded Systems, Python, System Testing, Test Automation","Linux, Devops, Git",English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-in-test-at-hexagon-robotics-4466201111,2026-09-24T14:47:07.241022+00:00
0,Python Test | Switzerland,linkedin,Spécialiste Tests Automatisés (H/F),CGI,"Lausanne, Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/sp%C3%A9cialiste-tests-automatis%C3%A9s-h-f-at-cgi-4468144880,2026-09-24T14:47:07.241173+00:00
0,Python Test | Switzerland,linkedin,Test Data Manager,Swiss Himmel,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-data-manager-at-swiss-himmel-4467343152,2026-09-24T14:47:07.241333+00:00
0,Python Test | Slovakia,linkedin,Junior KI-Ingenieur (m/w/d) – KI-Code-Qualitätsvalidierung für T Cloud Public,Deutsche Telekom,"Košice, Kosice, Slovakia",On-site,Full-time,,"R, Junior",English,,,Recent,https://sk.linkedin.com/jobs/view/junior-ki-ingenieur-m-w-d-%E2%80%93-ki-code-qualit%C3%A4tsvalidierung-f%C3%BCr-t-cloud-public-at-deutsche-telekom-4467213584,2026-09-24T14:47:14.077989+00:00
0,Python Test | Poland,linkedin,Python Automation Tester (f/m/x),Sii Poland,"Katowice, Śląskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-automation-tester-f-m-x-at-sii-poland-4453889913,2026-09-24T14:47:21.152039+00:00
0,Python Test | Poland,linkedin,Python Automation Tester (f/m/x),Sii Poland,"Cracow, Małopolskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-automation-tester-f-m-x-at-sii-poland-4453898870,2026-09-24T14:47:21.152229+00:00
0,Python Test | Poland,linkedin,Automation Test Engineer,Hitachi Energy,Cracow Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/automation-test-engineer-at-hitachi-energy-4427904256,2026-09-24T14:47:21.153445+00:00
0,Python Test | USA,linkedin,Python Software Developer in Test - Assistant Vice President,iCapital,"Salt Lake City, UT",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-software-developer-in-test-assistant-vice-president-at-icapital-4387280012,2026-09-24T14:47:24.701172+00:00
0,Python Test | United Kingdom,linkedin,Test Engineer,UBDS Digital,"London, England, United Kingdom",On-site,Contract,"Ci/Cd, Pytest, Python, Test Automation","Bdd, Azure, Sql, Tdd, Aws, Oracle, Agile",English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-ubds-digital-4403806849,2026-09-24T14:47:28.193493+00:00
0,Python Test | United Kingdom,linkedin,Test Engineer,iO Associates,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-io-associates-4462771859,2026-09-24T14:47:28.193648+00:00
0,Python Test | United Kingdom,linkedin,SDET - AI,Anaplan,"London, England, United Kingdom",On-site,Internship,"C, Can, Ci/Cd, Llm, Prompt Engineering, Pytest, Python, Test Automation",Postman,English,,,Recent,https://uk.linkedin.com/jobs/view/sdet-ai-at-anaplan-4468640936,2026-09-24T14:47:28.194429+00:00
0,Firmware Engineer | Germany,linkedin,Firmware Engineer (f/m/d) for Embedded / Automotive / ASIP RISC‑-V,Renesas Electronics,"Germering, Bavaria, Germany",On-site,Full-time,"C, Firmware, Python, Test Automation","Aspice, Agile, Iso 26262",English,,,Recent,https://de.linkedin.com/jobs/view/firmware-engineer-f-m-d-for-embedded-automotive-asip-risc%E2%80%91-v-at-renesas-electronics-4464350537,2026-09-24T14:47:31.682563+00:00
0,Firmware Engineer | Germany,linkedin,"Embedded Firmware Engineer (m/f/x) Credentials, Interfaces and Cybersecurity",ELATEC Group | Allegion,"Puchheim, Bavaria, Germany",On-site,Full-time,Firmware,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-firmware-engineer-m-f-x-credentials-interfaces-and-cybersecurity-at-elatec-group-allegion-4462138020,2026-09-24T14:47:31.683074+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software Developer (m/w/d),MotionMiners GmbH,"Dortmund, North Rhine-Westphalia, Germany",Remote,Contract,"C, Firmware","R, Gitlab, Esp32, Aws, Associate, Git",German,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-developer-m-w-d-at-motionminers-gmbh-4465981728,2026-09-24T14:47:31.683224+00:00
0,Firmware Engineer | Germany,linkedin,Firmware Engineer,termios,"Düsseldorf, North Rhine-Westphalia, Germany",On-site,Full-time,Firmware,,English,,,Recent,https://de.linkedin.com/jobs/view/firmware-engineer-at-termios-4465506869,2026-09-24T14:47:31.683376+00:00
0,Firmware Engineer | Germany,linkedin,EMBEDDED RUST SOFTWARE ENTWICKLER (M/W/D),WOLF GmbH,"Mainburg, Bavaria, Germany",On-site,Full-time,Rust,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-rust-software-entwickler-m-w-d-at-wolf-gmbh-4468624269,2026-09-24T14:47:31.683678+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Firmware Developer (C) - Smart Pocket / Mobile Robotics (M/W/D)*,TGW Logistics,"Wels, Upper Austria, Austria",Remote,Full-time,"C, Firmware",,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-firmware-developer-c-smart-pocket-mobile-robotics-m-w-d-at-tgw-logistics-4416829497,2026-09-24T14:47:34.619185+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Firmware Developer (C) - Smart Pocket / Mobile Robotics (M/F/D)*,TGW Logistics,"Wels, Upper Austria, Austria",Remote,Full-time,"C, Firmware",,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-firmware-developer-c-smart-pocket-mobile-robotics-m-f-d-at-tgw-logistics-4416891469,2026-09-24T14:47:34.619363+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Soft­ware Engi­neer (m/w/d),BWT Group,"Mondsee, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-soft%C2%ADware-engi%C2%ADneer-m-w-d-at-bwt-group-4466560175,2026-09-24T14:47:34.619676+00:00
0,Firmware Engineer | Austria,linkedin,Entwickler Embedded Systems (HW/SW) (m/w/d),Liebherr Aerospace and Transportation,"Korneuburg, Lower Austria, Austria",On-site,Full-time,Embedded Systems,,English,,,Recent,https://at.linkedin.com/jobs/view/entwickler-embedded-systems-hw-sw-m-w-d-at-liebherr-aerospace-and-transportation-4454705793,2026-09-24T14:47:34.619860+00:00
