relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
29,Tester | Germany,linkedin,Software Tester (w/m/d),Burmester Audiosysteme GmbH,"Berlin, Berlin, Germany",Remote,Full-time,"Pytest, Python, Test Automation",R,German,,,Recent,https://de.linkedin.com/jobs/view/software-tester-w-m-d-at-burmester-audiosysteme-gmbh-4414871671,2026-06-08T14:13:31.828169+00:00
0,Python Test | Austria,linkedin,Python Systems & Visualization Engineer (m/f/d),PIDSO--Propagation Ideas and Solutions,"Vienna, Vienna, Austria",On-site,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/python-systems-visualization-engineer-m-f-d-at-pidso-propagation-ideas-and-solutions-4416883350,2026-06-08T14:15:46.848865+00:00
0,Python Test | Austria,linkedin,AI QA Engineer (all genders),TeamViewer,"Linz, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/ai-qa-engineer-all-genders-at-teamviewer-4380325973,2026-06-08T14:15:46.849038+00:00
0,Python Test | Austria,linkedin,Data Engineer (Data Quality & Operations),OMNi-BiOTiC® by Institut AllergoSan,"Graz, Styria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/data-engineer-data-quality-operations-at-omni-biotic%C2%AE-by-institut-allergosan-4419884486,2026-06-08T14:15:46.849589+00:00
0,Python Test | Austria,linkedin,Testautomatisierungsingenieur (m/w/d),Computer Futures,"Salzburg, Salzburg, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/testautomatisierungsingenieur-m-w-d-at-computer-futures-4424166559,2026-06-08T14:15:46.849848+00:00
0,Python Test | Switzerland,linkedin,Software Engineer - Validation,Harmattan AI,"Lausanne, Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-validation-at-harmattan-ai-4398385941,2026-06-08T14:15:49.185323+00:00
0,Python Test | Switzerland,linkedin,HW/SW Integration Test Facility Software Engineer,Expleo Group,"Lausanne, Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/hw-sw-integration-test-facility-software-engineer-at-expleo-group-4408562277,2026-06-08T14:15:49.185772+00:00
0,Python Test | Switzerland,linkedin,Software Engineer - Software Reliability (TE-MPE-CB-2026-93-GRAP),CERN,"Geneva, Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-software-reliability-te-mpe-cb-2026-93-grap-at-cern-4419581960,2026-06-08T14:15:49.186029+00:00
0,Python Test | Switzerland,linkedin,Software Engineer (SY-RF-CS-2026-117-LD),CERN,"Geneva, Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-sy-rf-cs-2026-117-ld-at-cern-4419247558,2026-06-08T14:15:49.186307+00:00
0,Python Test | Slovakia,linkedin,Gen AI QA Tester,Hexaware Technologies,"Šarišské Michaľany, Presov, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/gen-ai-qa-tester-at-hexaware-technologies-4418869427,2026-06-08T14:15:53.794104+00:00
0,Python Test | Poland,linkedin,Test Python Engineer - Diagnostics & Infotainment Systems,Spline,"Cracow, Małopolskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-python-engineer-diagnostics-infotainment-systems-at-spline-4420418006,2026-06-08T14:15:58.292755+00:00
0,Python Test | Poland,linkedin,Automation Tester with Python - Tieto Tech Consulting (m/f/d),Tieto,"Gdynia, Pomorskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/automation-tester-with-python-tieto-tech-consulting-m-f-d-at-tieto-4400765125,2026-06-08T14:15:58.292932+00:00
0,Python Test | Poland,linkedin,Python Automation Tester (f/m/x),Sii Poland,"Gdańsk, Pomorskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-automation-tester-f-m-x-at-sii-poland-4410190160,2026-06-08T14:15:58.293072+00:00
0,Python Test | Poland,linkedin,Automation Tester with Python - Tieto Tech Consulting (m/f/d),Tieto,"Gdańsk, Pomorskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/automation-tester-with-python-tieto-tech-consulting-m-f-d-at-tieto-4400768032,2026-06-08T14:15:58.293217+00:00
0,Python Test | Poland,linkedin,Python Automation Tester (f/m/x),Sii Poland,"Łódź, Łódzkie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-automation-tester-f-m-x-at-sii-poland-4410191141,2026-06-08T14:15:58.293367+00:00
0,Python Test | Poland,linkedin,Software Developer in Test (Python),Veeam Software,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-developer-in-test-python-at-veeam-software-4395485567,2026-06-08T14:15:58.293759+00:00
0,Python Test | Poland,linkedin,Python Developer,Samsung Electronics Polska,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-samsung-electronics-polska-4417045739,2026-06-08T14:15:58.293887+00:00
0,Python Test | Poland,linkedin,Automation Tester with Python - Tieto Tech Consulting (m/f/d),Tieto,"Łódź, Łódzkie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/automation-tester-with-python-tieto-tech-consulting-m-f-d-at-tieto-4400751305,2026-06-08T14:15:58.294012+00:00
0,Python Test | USA,linkedin,Software Engineer,Ultra Maritime,"Columbia City, IN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-at-ultra-maritime-4425610533,2026-06-08T14:16:00.929562+00:00
0,Python Test | USA,linkedin,Software Engineer,Ultra Electronics Group,"Columbia City, IN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-at-ultra-electronics-group-4421960204,2026-06-08T14:16:00.929724+00:00
0,Python Test | USA,linkedin,Software Design Engineer,Molex,"Conway, AR",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-design-engineer-at-molex-4417682592,2026-06-08T14:16:00.929864+00:00
0,Python Test | USA,linkedin,Automation Engineer,Pentangle Tech Services | P5 Group,"Indianapolis, IN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/automation-engineer-at-pentangle-tech-services-p5-group-4416940638,2026-06-08T14:16:00.930125+00:00
0,Python Test | USA,linkedin,Software Engineer,Tesla,"Sparks, NV",On-site,Contract,"Can, Ci/Cd, Github Actions, Go, Jenkins, Python","Docker, Grpc, Linux, Devops, Puppet, Chef, Github, Ansible, Kubernetes",English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-at-tesla-4419129237,2026-06-08T14:16:00.930266+00:00
0,Python Test | USA,linkedin,Python Developer,Tata Consultancy Services,"Cupertino, CA",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-tata-consultancy-services-4417546177,2026-06-08T14:16:00.930650+00:00
0,Python Test | USA,linkedin,Software Tester,MANTECH,"San Antonio, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-tester-at-mantech-4406750114,2026-06-08T14:16:00.930778+00:00
0,Python Test | United Kingdom,linkedin,System Test Engineer,Dexory,"Oxfordshire, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/system-test-engineer-at-dexory-4393589214,2026-06-08T14:16:03.502880+00:00
0,Python Test | United Kingdom,linkedin,Python Developer in Test,AMD,"Cambridge, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-in-test-at-amd-4413314822,2026-06-08T14:16:03.503053+00:00
0,Python Test | United Kingdom,linkedin,Site Ops & AI Automation Engineer,Next,"Leicester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/site-ops-ai-automation-engineer-at-next-4419164022,2026-06-08T14:16:03.503195+00:00
0,Python Test | United Kingdom,linkedin,Automation Engineer,Vallum Associates,"Sheffield, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/automation-engineer-at-vallum-associates-4422370170,2026-06-08T14:16:03.503346+00:00
0,Python Test | United Kingdom,linkedin,Software Engineer,Verso Recruitment Group,"Weymouth, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-at-verso-recruitment-group-4420701459,2026-06-08T14:16:03.503481+00:00
0,Python Test | United Kingdom,linkedin,Software Development Engineer in Test,Riverlane,"Cambridge, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-development-engineer-in-test-at-riverlane-4417097780,2026-06-08T14:16:03.503737+00:00
0,Python Test | United Kingdom,linkedin,Python Developer,Version 1,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-version-1-4352370999,2026-06-08T14:16:03.504120+00:00
0,Firmware Engineer | Germany,linkedin,Firmware Developer for QEC applications,IQM Quantum Computers,"Munich, Bavaria, Germany",On-site,Full-time,Firmware,,English,,,Recent,https://de.linkedin.com/jobs/view/firmware-developer-for-qec-applications-at-iqm-quantum-computers-4419413948,2026-06-08T14:16:06.056364+00:00
0,Firmware Engineer | Germany,linkedin,Embedded & Firmware Engineer (Mensch),NEURA Robotics,"Metzingen, Baden-Württemberg, Germany",On-site,Full-time,Firmware,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-firmware-engineer-mensch-at-neura-robotics-4422965275,2026-06-08T14:16:06.056535+00:00
0,Firmware Engineer | Germany,linkedin,Embedded & Firmware Engineer (human),NEURA Robotics,"Metzingen, Baden-Württemberg, Germany",On-site,Full-time,Firmware,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-firmware-engineer-human-at-neura-robotics-4422956493,2026-06-08T14:16:06.056677+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Firmware Engineer (m/w/d) – Elektronenmikroskopie,ZEISS Group,"Oberkochen, Baden-Württemberg, Germany",On-site,Full-time,Firmware,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-firmware-engineer-m-w-d-%E2%80%93-elektronenmikroskopie-at-zeiss-group-4413942330,2026-06-08T14:16:06.056813+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Firmware Engineer (m/w/d),Hoffmann Group,"Munich, Bavaria, Germany",Remote,Internship,"C, C++, Can, Firmware, Microcontroller, Python, Spi, Uart","Associate, Linux, R",German,,,Recent,https://de.linkedin.com/jobs/view/embedded-firmware-engineer-m-w-d-at-hoffmann-group-4421698670,2026-06-08T14:16:06.056954+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Soft-& Hardware Engineer(m/w/d)*,Scalian Germany AG,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-soft-hardware-engineer-m-w-d-at-scalian-germany-ag-4424596149,2026-06-08T14:16:06.057082+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Firmware Developer (Agri-Tech / Sensor Systems) (m/f/d),stenon,"Potsdam, Brandenburg, Germany",On-site,Full-time,Firmware,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-firmware-developer-agri-tech-sensor-systems-m-f-d-at-stenon-4418314474,2026-06-08T14:16:06.057203+00:00
0,Firmware Engineer | Germany,linkedin,"Embedded Developer - Ingolstadt Area - Up to €65,000 (d / m / w)",Optimus Search,"Ingolstadt, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-developer-ingolstadt-area-up-to-%E2%82%AC65-000-d-m-w-at-optimus-search-4395804273,2026-06-08T14:16:06.057347+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Soft-& Hardware Engineer(m/w/d)*,Scalian Germany AG,"Hamburg, Hamburg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-soft-hardware-engineer-m-w-d-at-scalian-germany-ag-4424592580,2026-06-08T14:16:06.057484+00:00
0,Firmware Engineer | Austria,linkedin,"Embedded Engineer, Operating System",Snap Inc.,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-engineer-operating-system-at-snap-inc-4417140351,2026-06-08T14:16:08.515734+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Developer  (w/m/d) – Schwerpunkt Firmware-Entwicklung,SWAROVSKI OPTIK,"Innsbruck, Tyrol, Austria",On-site,Full-time,Firmware,,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-developer-w-m-d-%E2%80%93-schwerpunkt-firmware-entwicklung-at-swarovski-optik-4419242991,2026-06-08T14:16:08.515902+00:00
0,Firmware Engineer | Austria,linkedin,"Embedded Engineer, Operating System",Snap Inc.,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-engineer-operating-system-at-snap-inc-4417082673,2026-06-08T14:16:08.516049+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Systems & FPGA Engineer (all genders),zerothird,"Vienna, Austria",On-site,Full-time,Embedded Systems,Fpga,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-systems-fpga-engineer-all-genders-at-zerothird-4414807367,2026-06-08T14:16:08.516174+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Systems & FPGA Engineer (all genders),zerothird,"Vienna, Vienna, Austria",On-site,Full-time,Embedded Systems,Fpga,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-systems-fpga-engineer-all-genders-at-zerothird-4414092950,2026-06-08T14:16:08.516316+00:00
0,Firmware Engineer | Austria,linkedin,R&D Engineer for Embedded Software (m/f/d),MED-EL,"Innsbruck, Tyrol, Austria",On-site,Full-time,,R,English,,,Recent,https://at.linkedin.com/jobs/view/r-d-engineer-for-embedded-software-m-f-d-at-med-el-4401590406,2026-06-08T14:16:08.516443+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Systems Software Engineer,DL Remote,"Vienna, Vienna, Austria",Remote,Full-time,Embedded Systems,,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-systems-software-engineer-at-dl-remote-4417190106,2026-06-08T14:16:08.516566+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Firmware Developer (C) - Smart Pocket / Mobile Robotics (M/W/D)*,TGW Logistics,"Wels, Upper Austria, Austria",Remote,Full-time,"C, Firmware",,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-firmware-developer-c-smart-pocket-mobile-robotics-m-w-d-at-tgw-logistics-4416829497,2026-06-08T14:16:08.516691+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Engineer,ENPULSION,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-engineer-at-enpulsion-4416395472,2026-06-08T14:16:08.516815+00:00
0,Firmware Engineer | Austria,linkedin,C/C++/Rust Firmware Software Engineer,DL Remote,"Vienna, Vienna, Austria",Remote,Full-time,"C, C++, Firmware, Rust",,English,,,Recent,https://at.linkedin.com/jobs/view/c-c%2B%2B-rust-firmware-software-engineer-at-dl-remote-4417196013,2026-06-08T14:16:08.516941+00:00
0,Firmware Engineer | Switzerland,linkedin,Firmware / Embedded Software Engineer • 80-100%,Sensirion Connected Solutions,"Stäfa, Zurich, Switzerland",Remote,Full-time,Firmware,,English,,,Recent,https://ch.linkedin.com/jobs/view/firmware-embedded-software-engineer-%E2%80%A2-80-100%25-at-sensirion-connected-solutions-4424194116,2026-06-08T14:16:10.951678+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Firmware Engineer,Flybotix,"Renens, Vaud, Switzerland",On-site,Full-time,Firmware,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-firmware-engineer-at-flybotix-4424525053,2026-06-08T14:16:10.951850+00:00
0,Firmware Engineer | Switzerland,linkedin,Firmware Applications Engineer,Semtech,"Neuchâtel, Switzerland",On-site,Full-time,Firmware,,English,,,Recent,https://ch.linkedin.com/jobs/view/firmware-applications-engineer-at-semtech-4414919231,2026-06-08T14:16:10.951984+00:00
0,Firmware Engineer | Switzerland,linkedin,FIRMWARE ENGINEER | EMBEDDED ENGINEER | SVIZZERA,Techyon,"Mendrisio, Ticino, Switzerland",On-site,Full-time,Firmware,,English,,,Recent,https://ch.linkedin.com/jobs/view/firmware-engineer-embedded-engineer-svizzera-at-techyon-4402482053,2026-06-08T14:16:10.952113+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Engineer,NielsenIQ,"Kriegstetten, Solothurn, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-engineer-at-nielseniq-4404289764,2026-06-08T14:16:10.952261+00:00
0,Firmware Engineer | Switzerland,linkedin,Software Engineer Embedded System 80 - 100 % (w/m/d),Hamilton Bonaduz AG,"Domat/Ems, Graubünden, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-embedded-system-80-100-%25-w-m-d-at-hamilton-bonaduz-ag-4396655596,2026-06-08T14:16:10.952390+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer,myStromer AG,"Köniz, Berne, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-at-mystromer-ag-4424417781,2026-06-08T14:16:10.952520+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer – e Bike Systems (80–100%),Specialized Bicycle Components,"Cham, Zug, Switzerland",Remote,Internship,"Bash, C, Can, Firmware, Python","Zephyr, Git, Jira",English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-%E2%80%93-e-bike-systems-80%E2%80%93100%25-at-specialized-bicycle-components-4411218478,2026-06-08T14:16:10.952649+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer (BE-CEM-EDL-2026-102-GRAP),CERN,"Geneva, Geneva, Switzerland",On-site,Contract,"C, Can, Embedded Linux, Firmware, Pytest, Python","Vhdl, Associate, Verilog, Linux, Fpga, Soc, Graduate, Git",English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-be-cem-edl-2026-102-grap-at-cern-4421920029,2026-06-08T14:16:10.952783+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer,cross-ING AG,"Risch-Rotkreuz, Zug, Switzerland",Remote,Internship,"C, C++, Java, Python",R,German,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-at-cross-ing-ag-4424096173,2026-06-08T14:16:10.952909+00:00
0,Firmware Engineer | Slovakia,linkedin,C/C++ Software Developer (all genders),StreamUnlimited - #1 in Embedded Streaming / Voice Assistant Technology,"Bratislava, Bratislava, Slovakia",Remote,Contract,"Bash, C, C++, Can, Python","Linux, React",English,,,Recent,https://sk.linkedin.com/jobs/view/c-c%2B%2B-software-developer-all-genders-at-streamunlimited-%231-in-embedded-streaming-voice-assistant-technology-4421941361,2026-06-08T14:16:15.631007+00:00
0,Firmware Engineer | Slovakia,linkedin,Machine Software Devleoper,Mühlbauer Group,"Nitra Region, Slovakia",On-site,Contract,"C, C++, Can, Embedded Systems, Rtos",Git,English,,,Recent,https://sk.linkedin.com/jobs/view/machine-software-devleoper-at-m%C3%BChlbauer-group-4421114144,2026-06-08T14:16:15.631142+00:00
0,Firmware Engineer | Slovakia,linkedin,Software Engineer,Spinbotics,Kosice Metropolitan Area,On-site,Full-time,"C, C++","R, Linux",English,,,Recent,https://sk.linkedin.com/jobs/view/software-engineer-at-spinbotics-4417214842,2026-06-08T14:16:15.631291+00:00
0,Firmware Engineer | Slovakia,linkedin,Softvérový inžinier,Vaillant Group,"Trenčín, Trenciansky, Slovakia",On-site,Internship,C,"R, Intern",English,,,Recent,https://sk.linkedin.com/jobs/view/softv%C3%A9rov%C3%BD-in%C5%BEinier-at-vaillant-group-4418112868,2026-06-08T14:16:15.631683+00:00
0,Firmware Engineer | Slovakia,linkedin,Automatizačný softvérový inžinier,Hoval,"Istebné, Zilina, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/automatiza%C4%8Dn%C3%BD-softv%C3%A9rov%C3%BD-in%C5%BEinier-at-hoval-4382438142,2026-06-08T14:16:15.631943+00:00
0,Firmware Engineer | Czech Republic,linkedin,BMS开发工程师,辽宁宏成电力股份有限公司,"アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/bms%E5%BC%80%E5%8F%91%E5%B7%A5%E7%A8%8B%E5%B8%88-at-%E8%BE%BD%E5%AE%81%E5%AE%8F%E6%88%90%E7%94%B5%E5%8A%9B%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-4421494261,2026-06-08T14:16:17.897824+00:00
0,Firmware Engineer | Czech Republic,linkedin,资深/高级软件工程师（服务器电源）-新业务BU,AOHAI,"アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/%E8%B5%84%E6%B7%B1-%E9%AB%98%E7%BA%A7%E8%BD%AF%E4%BB%B6%E5%B7%A5%E7%A8%8B%E5%B8%88%EF%BC%88%E6%9C%8D%E5%8A%A1%E5%99%A8%E7%94%B5%E6%BA%90%EF%BC%89-%E6%96%B0%E4%B8%9A%E5%8A%A1bu-at-aohai-4418189424,2026-06-08T14:16:17.898000+00:00
0,Firmware Engineer | Poland,linkedin,Firmware Engineer,Kidde Global Solutions,"Gdańsk, Pomorskie, Poland",On-site,Full-time,Firmware,,English,,,Recent,https://pl.linkedin.com/jobs/view/firmware-engineer-at-kidde-global-solutions-4408420870,2026-06-08T14:16:20.367520+00:00
0,Firmware Engineer | Poland,linkedin,Embedded Firmware Developer (f/m/x),Sii Poland,"Szczecin, Zachodniopomorskie, Poland",On-site,Full-time,Firmware,,English,,,Recent,https://pl.linkedin.com/jobs/view/embedded-firmware-developer-f-m-x-at-sii-poland-4410607370,2026-06-08T14:16:20.367694+00:00
0,Firmware Engineer | Poland,linkedin,Embedded Firmware Developer (f/m/x),Sii Poland,"Bydgoszcz, Kujawsko-pomorskie, Poland",On-site,Full-time,Firmware,,English,,,Recent,https://pl.linkedin.com/jobs/view/embedded-firmware-developer-f-m-x-at-sii-poland-4410606385,2026-06-08T14:16:20.367833+00:00
0,Firmware Engineer | Poland,linkedin,Embedded Software Developer,ASSA ABLOY Group,"Zabierzów, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/embedded-software-developer-at-assa-abloy-group-4412230903,2026-06-08T14:16:20.367967+00:00
0,Firmware Engineer | Poland,linkedin,Embedded Developer (f/m) (SSC),Phoenix Contact,"Wielkopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/embedded-developer-f-m-ssc-at-phoenix-contact-4370458374,2026-06-08T14:16:20.368104+00:00
0,Firmware Engineer | Poland,linkedin,Firmware Engineer,Seargin,Katowice Metropolitan Area,On-site,Full-time,Firmware,,English,,,Recent,https://pl.linkedin.com/jobs/view/firmware-engineer-at-seargin-4413464075,2026-06-08T14:16:20.368237+00:00
0,Firmware Engineer | Poland,linkedin,Embedded Software Engineer,ASSA ABLOY Group,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/embedded-software-engineer-at-assa-abloy-group-3759958711,2026-06-08T14:16:20.368513+00:00
0,Firmware Engineer | Poland,linkedin,Embedded Software Engineer,ALTEN,Katowice Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/embedded-software-engineer-at-alten-4416496676,2026-06-08T14:16:20.368646+00:00
0,Firmware Engineer | USA,linkedin,Interconnect Firmware Engineer,AMD,"Austin, TX",On-site,Full-time,Firmware,,English,,,Recent,https://www.linkedin.com/jobs/view/interconnect-firmware-engineer-at-amd-4352153302,2026-06-08T14:16:22.968379+00:00
0,Firmware Engineer | USA,linkedin,Firmware Engineer,Lumex Talent,"Austin, Texas Metropolitan Area",On-site,Full-time,Firmware,,English,,,Recent,https://www.linkedin.com/jobs/view/firmware-engineer-at-lumex-talent-4410312954,2026-06-08T14:16:22.968542+00:00
0,Firmware Engineer | USA,linkedin,Firmware Engineer,Kidde Global Solutions,"Bradenton, FL",On-site,Full-time,Firmware,,English,,,Recent,https://www.linkedin.com/jobs/view/firmware-engineer-at-kidde-global-solutions-4420131264,2026-06-08T14:16:22.968676+00:00
0,Firmware Engineer | USA,linkedin,Firmware Engineer,AMD,"Austin, TX",On-site,Full-time,Firmware,,English,,,Recent,https://www.linkedin.com/jobs/view/firmware-engineer-at-amd-4404114286,2026-06-08T14:16:22.968805+00:00
0,Firmware Engineer | USA,linkedin,Firmware Engineer III,Peloton Interactive,"Woodinville, WA",On-site,Full-time,Firmware,,English,,,Recent,https://www.linkedin.com/jobs/view/firmware-engineer-iii-at-peloton-interactive-4412808835,2026-06-08T14:16:22.968931+00:00
0,Firmware Engineer | USA,linkedin,"Firmware Engineer, Robotics and Surgery Engineering",Neuralink,"Austin, TX",On-site,Full-time,Firmware,,English,,,Recent,https://www.linkedin.com/jobs/view/firmware-engineer-robotics-and-surgery-engineering-at-neuralink-4416597306,2026-06-08T14:16:22.969062+00:00
0,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Atomic Semi,"Austin, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-atomic-semi-4420215998,2026-06-08T14:16:22.969190+00:00
0,Firmware Engineer | USA,linkedin,Firmware Engineer - IoT,Avive Solutions Inc.,"Brisbane, CA",On-site,Full-time,Firmware,,English,,,Recent,https://www.linkedin.com/jobs/view/firmware-engineer-iot-at-avive-solutions-inc-4419320289,2026-06-08T14:16:22.969327+00:00
0,Firmware Engineer | USA,linkedin,Firmware Engineer II,Advanced Energy,"Eden Prairie, MN",On-site,Full-time,Firmware,,English,,,Recent,https://www.linkedin.com/jobs/view/firmware-engineer-ii-at-advanced-energy-4385618109,2026-06-08T14:16:22.969452+00:00
0,Firmware Engineer | USA,linkedin,Embedded Engineer,Bevi,"Boston, MA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/embedded-engineer-at-bevi-4415081744,2026-06-08T14:16:22.969573+00:00
0,Firmware Engineer | United Kingdom,linkedin,Firmware Engineer,Rotork,"Bath, England, United Kingdom",On-site,Full-time,Firmware,,English,,,Recent,https://uk.linkedin.com/jobs/view/firmware-engineer-at-rotork-4414748289,2026-06-08T14:16:25.556218+00:00
0,Firmware Engineer | United Kingdom,linkedin,Embedded Software Engineer,IC Resources,"Livingston, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/embedded-software-engineer-at-ic-resources-4417325885,2026-06-08T14:16:25.556400+00:00
0,Firmware Engineer | United Kingdom,linkedin,Embedded Software Engineer,Dunbar Brown Group,"Edinburgh, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/embedded-software-engineer-at-dunbar-brown-group-4422365132,2026-06-08T14:16:25.556535+00:00
0,Firmware Engineer | United Kingdom,linkedin,Firmware Engineer,Platform Recruitment,"Southampton, England, United Kingdom",On-site,Full-time,Firmware,,English,,,Recent,https://uk.linkedin.com/jobs/view/firmware-engineer-at-platform-recruitment-4421933594,2026-06-08T14:16:25.556663+00:00
