relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Python Test | Switzerland,linkedin,"Senior Software Engineer, Network System Validation",NVIDIA,"Zurich, Zurich, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-software-engineer-network-system-validation-at-nvidia-4464143614,2026-09-10T14:11:45.938159+00:00
0,Python Developer | Slovakia,linkedin,GenAI Engineer,Capco,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/genai-engineer-at-capco-4232925582,2026-09-10T14:11:28.827543+00:00
0,Python Developer | Czech Republic,linkedin,Full Stack Developer (Python),Perform,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-developer-python-at-perform-4415707267,2026-09-10T14:11:31.241207+00:00
0,Python Developer | Czech Republic,linkedin,Fullstack Python + React Engineer - Remote Work,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,Python,React,English,,,Recent,https://do.linkedin.com/jobs/view/fullstack-python-%2B-react-engineer-remote-work-at-bairesdev-4462963281,2026-09-10T14:11:31.241370+00:00
0,Python Developer | Czech Republic,linkedin,Full-stack Python AI Engineer - Remote Work,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-python-ai-engineer-remote-work-at-bairesdev-4462965374,2026-09-10T14:11:31.241526+00:00
0,Python Developer | Czech Republic,linkedin,Full Stack Developer,Flatiron Software,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-developer-at-flatiron-software-4464325183,2026-09-10T14:11:31.241679+00:00
0,Python Developer | Czech Republic,linkedin,AI/ML Engineer,Perform,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ai-ml-engineer-at-perform-4415691552,2026-09-10T14:11:31.242003+00:00
0,Python Developer | Czech Republic,linkedin,Data Engineer (Python + AWS + DBT) - Remote - Latin America,FullStack,"Santo Domingo Oeste, Santo Domingo, Dominican Republic",Remote,Full-time,Python,Aws,English,,,Recent,https://do.linkedin.com/jobs/view/data-engineer-python-%2B-aws-%2B-dbt-remote-latin-america-at-fullstack-4459389744,2026-09-10T14:11:31.242182+00:00
0,Python Developer | Czech Republic,linkedin,Data Engineer (Python + AWS + DBT) - Remote - Latin America,FullStack,"Santo Domingo Este, Santo Domingo, Dominican Republic",Remote,Full-time,Python,Aws,English,,,Recent,https://do.linkedin.com/jobs/view/data-engineer-python-%2B-aws-%2B-dbt-remote-latin-america-at-fullstack-4459397697,2026-09-10T14:11:31.242336+00:00
0,Python Developer | Czech Republic,linkedin,AI Engineer,Authority Partners,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ai-engineer-at-authority-partners-4465036328,2026-09-10T14:11:31.242498+00:00
0,Python Developer | Poland,linkedin,Python Developer,ALGOTEQUE Innovation Hub,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-algoteque-innovation-hub-4464425909,2026-09-10T14:11:33.739407+00:00
0,Python Developer | Poland,linkedin,Python Developer – B2B,ALGOTEQUE Innovation Hub,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-%E2%80%93-b2b-at-algoteque-innovation-hub-4465300143,2026-09-10T14:11:33.739594+00:00
0,Python Developer | Poland,linkedin,Python Developer with Cloud Native - Tieto Tech Consulting (m/f/d),Tieto,"Szczecin, Zachodniopomorskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-with-cloud-native-tieto-tech-consulting-m-f-d-at-tieto-4465694641,2026-09-10T14:11:33.740088+00:00
0,Python Developer | Poland,linkedin,Python Developer with Cloud Native - Tieto Tech Consulting (m/f/d),Tieto,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-with-cloud-native-tieto-tech-consulting-m-f-d-at-tieto-4465695667,2026-09-10T14:11:33.740433+00:00
0,Python Developer | Poland,linkedin,Python Developer,Searchability®,Warsaw Metropolitan Area,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-searchability%C2%AE-4464484158,2026-09-10T14:11:33.740747+00:00
0,Python Developer | Poland,linkedin,Python Developer,EY,"Katowice, Śląskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-ey-4452389453,2026-09-10T14:11:33.740903+00:00
0,Python Developer | USA,linkedin,Software Developer,CACI International Inc,"Fort Liberty, NC",On-site,Internship,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-developer-at-caci-international-inc-4458097855,2026-09-10T14:11:36.184685+00:00
0,Python Developer | USA,linkedin,Python Django Developer,Tata Consultancy Services,"Morrisville, NC",On-site,Full-time,Python,Django,English,,,Recent,https://www.linkedin.com/jobs/view/python-django-developer-at-tata-consultancy-services-4451909310,2026-09-10T14:11:36.184875+00:00
0,Python Developer | USA,linkedin,Python Developer,LTM,"Irving, TX",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-ltm-4438331320,2026-09-10T14:11:36.185029+00:00
0,Python Developer | USA,linkedin,Python Django Developer,Tata Consultancy Services,"San Jose, CA",On-site,Full-time,Python,Django,English,,,Recent,https://www.linkedin.com/jobs/view/python-django-developer-at-tata-consultancy-services-4457648341,2026-09-10T14:11:36.185369+00:00
0,Python Developer | USA,linkedin,Python Developer III,Bank of America,"Jersey City, NJ",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-iii-at-bank-of-america-4454812137,2026-09-10T14:11:36.185524+00:00
0,Python Developer | USA,linkedin,Python Developer III,Bank of America,"Houston, TX",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-iii-at-bank-of-america-4454559022,2026-09-10T14:11:36.185816+00:00
0,Python Developer | USA,linkedin,Python Developer,Virtusa,"Irving, TX",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-virtusa-4453161118,2026-09-10T14:11:36.185964+00:00
0,Python Developer | USA,linkedin,Python/Software Developer,Advatix LATAM,"Bronx, NY",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-software-developer-at-advatix-latam-4462361684,2026-09-10T14:11:36.186134+00:00
0,Python Developer | United Kingdom,linkedin,Python Software Developer - Backend,Xelix,"London, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-software-developer-backend-at-xelix-4459354657,2026-09-10T14:11:38.632930+00:00
0,Python Developer | United Kingdom,linkedin,Software Engineer Python Django SQL - FinTech,Client Server,"London, England, United Kingdom",On-site,Full-time,Python,"Sql, Django",English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-python-django-sql-fintech-at-client-server-4462161370,2026-09-10T14:11:38.633176+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,VirtueTech Recruitment Group,"London Area, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-virtuetech-recruitment-group-4463476464,2026-09-10T14:11:38.633807+00:00
0,Python Developer | United Kingdom,linkedin,Sr Python Developer – Trading / Risk Platforms,Crisil,"London Area, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/sr-python-developer-%E2%80%93-trading-risk-platforms-at-crisil-4458724672,2026-09-10T14:11:38.634141+00:00
0,Python Test | Germany,linkedin,Embedded Python Tester | Embedded Systems | CI | Python (all gender),ALTEN,"Munich, Bavaria, Germany",On-site,Full-time,"Embedded Systems, Python",,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-python-tester-embedded-systems-ci-python-all-gender-at-alten-4455020927,2026-09-10T14:11:41.082296+00:00
0,Python Test | Germany,linkedin,Component Test Engineer – C++ / Python/Pybind,L&T Technology Services,"Böblingen, Baden-Württemberg, Germany",On-site,Full-time,"C, C++, Python",,English,,,Recent,https://de.linkedin.com/jobs/view/component-test-engineer-%E2%80%93-c%2B%2B-python-pybind-at-l-t-technology-services-4454989452,2026-09-10T14:11:41.082458+00:00
0,Python Test | Germany,linkedin,Software Test Engineer C++/Python (m/w/d),SPECTRUM AG,"Kiel, Schleswig-Holstein, Germany",On-site,Full-time,"C, C++, Python",,English,,,Recent,https://de.linkedin.com/jobs/view/software-test-engineer-c%2B%2B-python-m-w-d-at-spectrum-ag-4454603053,2026-09-10T14:11:41.082623+00:00
0,Python Test | Germany,linkedin,Softwareentwickler Python (w/m/d),FRITZ!,"Berlin, Berlin, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/softwareentwickler-python-w-m-d-at-fritz%21-4462227638,2026-09-10T14:11:41.082779+00:00
0,Python Test | Germany,linkedin,Test Automation Engineer (m/w/d) – Python & Squish,ACONEXT,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,"Python, Test Automation",,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-m-w-d-%E2%80%93-python-squish-at-aconext-4460494276,2026-09-10T14:11:41.082934+00:00
0,Python Test | Germany,linkedin,Testingenieur Software (all gender),ALTEN,"Backnang, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-software-all-gender-at-alten-4457799142,2026-09-10T14:11:41.083119+00:00
0,Python Test | Germany,linkedin,Test Automation Engineer (m/w/d),APRIORI - business solutions AG,"Memmingen, Bavaria, Germany",On-site,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-m-w-d-at-apriori-business-solutions-ag-4450139524,2026-09-10T14:11:41.083285+00:00
0,Python Test | Germany,linkedin,Software Test Automation Engineer (d/f/m),Leica Microsystems,"Mannheim, Baden-Württemberg, Germany",On-site,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/software-test-automation-engineer-d-f-m-at-leica-microsystems-4428288334,2026-09-10T14:11:41.083440+00:00
0,Python Test | Germany,linkedin,Software Test Engineer (m/w/x),K-tronik GmbH,"Nuremberg, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-test-engineer-m-w-x-at-k-tronik-gmbh-4461458975,2026-09-10T14:11:41.083590+00:00
0,Python Test | Austria,linkedin,QA Engineer (all genders) - Bug Hunter,Viewpointsystem,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-all-genders-bug-hunter-at-viewpointsystem-4458831961,2026-09-10T14:11:43.485265+00:00
0,Python Test | Austria,linkedin,Test Automation Engineer (all genders) [Wien],adesso Austria GmbH,"Vienna, Austria",On-site,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-all-genders-wien-at-adesso-austria-gmbh-4370503347,2026-09-10T14:11:43.485933+00:00
0,Python Test | Austria,linkedin,AI Quality Automation Engineer (m/f/d),MED-EL,"Innsbruck, Tyrol, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/ai-quality-automation-engineer-m-f-d-at-med-el-4460189745,2026-09-10T14:11:43.486432+00:00
0,Python Test | Austria,linkedin,AI Quality Automation Engineer (m/w/d),MED-EL,"Innsbruck, Tyrol, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/ai-quality-automation-engineer-m-w-d-at-med-el-4460191698,2026-09-10T14:11:43.486584+00:00
0,Python Test | Switzerland,linkedin,Software Test & Validation Engineer,Harmattan AI,"Lausanne, Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-validation-engineer-at-harmattan-ai-4398385941,2026-09-10T14:11:45.937528+00:00
0,Python Test | Switzerland,linkedin,Test Automation Specialist,Harvey Nash,"Zurich, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-automation-specialist-at-harvey-nash-4464320661,2026-09-10T14:11:45.938473+00:00
0,Python Test | Czech Republic,linkedin,交易平台测试工程师,NStarts Consultants Co Ltd (Hong Kong Branch),"アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/%E4%BA%A4%E6%98%93%E5%B9%B3%E5%8F%B0%E6%B5%8B%E8%AF%95%E5%B7%A5%E7%A8%8B%E5%B8%88-at-nstarts-consultants-co-ltd-hong-kong-branch-4460961205,2026-09-10T14:11:53.044529+00:00
0,Python Test | Poland,linkedin,Python Automation Tester (f/m/x),Sii Poland,"Katowice, Śląskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-automation-tester-f-m-x-at-sii-poland-4453889913,2026-09-10T14:11:55.496711+00:00
0,Python Test | Poland,linkedin,Python Automation Tester (f/m/x),Sii Poland,"Cracow, Małopolskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-automation-tester-f-m-x-at-sii-poland-4453898870,2026-09-10T14:11:55.496908+00:00
0,Python Test | Poland,linkedin,Middle Python Automation Test Engineer IRC297834,GlobalLogic,"Szczecin, Zachodniopomorskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/middle-python-automation-test-engineer-irc297834-at-globallogic-4434330217,2026-09-10T14:11:55.497326+00:00
0,Python Test | Poland,linkedin,Automation Test Engineer,Hitachi Energy,Cracow Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/automation-test-engineer-at-hitachi-energy-4427904256,2026-09-10T14:11:55.498166+00:00
0,Python Test | Poland,linkedin,Python Software Engineer - Test Automation Framework (Embedded),Sonova Group,"Warsaw, Mazowieckie, Poland",On-site,Full-time,"Python, Test Automation",,English,,,Recent,https://pl.linkedin.com/jobs/view/python-software-engineer-test-automation-framework-embedded-at-sonova-group-4436777037,2026-09-10T14:11:55.498324+00:00
0,Python Test | USA,linkedin,Python Software Developer in Test - Assistant Vice President,iCapital,"Salt Lake City, UT",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-software-developer-in-test-assistant-vice-president-at-icapital-4387280012,2026-09-10T14:11:57.997656+00:00
0,Python Test | United Kingdom,linkedin,Test Engineer,UBDS Digital,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-ubds-digital-4403806849,2026-09-10T14:12:00.455900+00:00
0,Python Test | United Kingdom,linkedin,Test Engineer,iO Associates,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-io-associates-4462771859,2026-09-10T14:12:00.456232+00:00
0,Python Test | United Kingdom,linkedin,Python QA Automation Engineer,EPAM Systems,"London, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-qa-automation-engineer-at-epam-systems-4461918591,2026-09-10T14:12:00.456391+00:00
0,Python Test | United Kingdom,linkedin,Software Engineer III - Python/Test Automation,JPMorganChase,"Glasgow, Scotland, United Kingdom",On-site,Full-time,"Python, Test Automation",,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-iii-python-test-automation-at-jpmorganchase-4449694896,2026-09-10T14:12:00.456545+00:00
0,Firmware Engineer | Germany,linkedin,Firmware Engineer (f/m/d) for Embedded / Automotive / ASIP RISC‑-V,Renesas Electronics,"Germering, Bavaria, Germany",On-site,Full-time,Firmware,,English,,,Recent,https://de.linkedin.com/jobs/view/firmware-engineer-f-m-d-for-embedded-automotive-asip-risc%E2%80%91-v-at-renesas-electronics-4464350537,2026-09-10T14:12:02.897501+00:00
0,Firmware Engineer | Germany,linkedin,Softwareentwickler Embedded Systems (m/w/d),FERCHAU,"Erfurt, Thuringia, Germany",On-site,Full-time,Embedded Systems,,English,,,Recent,https://de.linkedin.com/jobs/view/softwareentwickler-embedded-systems-m-w-d-at-ferchau-4438583329,2026-09-10T14:12:02.897841+00:00
0,Firmware Engineer | Germany,linkedin,"Embedded Firmware Engineer (m/f/x) Credentials, Interfaces and Cybersecurity",ELATEC Group | Allegion,"Puchheim, Bavaria, Germany",On-site,Full-time,Firmware,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-firmware-engineer-m-f-x-credentials-interfaces-and-cybersecurity-at-elatec-group-allegion-4462138020,2026-09-10T14:12:02.898542+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software Developer (m/w/d),MotionMiners GmbH,"Dortmund, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-developer-m-w-d-at-motionminers-gmbh-4452270168,2026-09-10T14:12:02.898697+00:00
0,Firmware Engineer | Germany,linkedin,"Sr. Embedded Software Engineer, Charging (m/f/d)",Tesla,"Freiburg, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/sr-embedded-software-engineer-charging-m-f-d-at-tesla-4454026613,2026-09-10T14:12:02.898849+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Firmware Developer (C) - Smart Pocket / Mobile Robotics (M/W/D)*,TGW Logistics,"Wels, Upper Austria, Austria",Remote,Full-time,"C, Firmware",,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-firmware-developer-c-smart-pocket-mobile-robotics-m-w-d-at-tgw-logistics-4416829497,2026-09-10T14:12:05.335725+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Firmware Developer (C) - Smart Pocket / Mobile Robotics (M/F/D)*,TGW Logistics,"Wels, Upper Austria, Austria",Remote,Full-time,"C, Firmware",,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-firmware-developer-c-smart-pocket-mobile-robotics-m-f-d-at-tgw-logistics-4416891469,2026-09-10T14:12:05.335904+00:00
0,Firmware Engineer | Austria,linkedin,Entwickler Embedded Systems (HW/SW) (m/w/d),Liebherr Aerospace and Transportation,"Korneuburg, Lower Austria, Austria",On-site,Full-time,Embedded Systems,,English,,,Recent,https://at.linkedin.com/jobs/view/entwickler-embedded-systems-hw-sw-m-w-d-at-liebherr-aerospace-and-transportation-4454705793,2026-09-10T14:12:05.336264+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Engineer,Etac Group,"Arnoldstein, Carinthia, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-engineer-at-etac-group-4463025019,2026-09-10T14:12:05.336584+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Developer (m/w/d),Wabtec Corporation,"Sankt Marienkirchen an der Polsenz, Upper Austria, Austria",On-site,Full-time,,,German,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-developer-m-w-d-at-wabtec-corporation-4465009485,2026-09-10T14:12:05.336890+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Linux Software Entwickler (m/w/d),Liebherr Group,"Nenzing, Vorarlberg, Austria",On-site,Full-time,Embedded Linux,Linux,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-linux-software-entwickler-m-w-d-at-liebherr-group-4437018975,2026-09-10T14:12:05.337223+00:00
0,Firmware Engineer | Switzerland,linkedin,R&D Engineer – Embedded Firmware  (80 - 100%)  f/m/d,ABB,"Quartino, Ticino, Switzerland",Remote,Full-time,Firmware,R,English,,,Recent,https://ch.linkedin.com/jobs/view/r-d-engineer-%E2%80%93-embedded-firmware-80-100%25-f-m-d-at-abb-4463660472,2026-09-10T14:12:07.771493+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded SW Developer,Hyperscale Power,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-sw-developer-at-hyperscale-power-4452238577,2026-09-10T14:12:07.771659+00:00
0,Firmware Engineer | Switzerland,linkedin,R&D Engineer – Embedded Firmware (80 - 100%) f/m/d,ABB,"Quartino, Ticino, Switzerland",Remote,Full-time,Firmware,R,English,,,Recent,https://ch.linkedin.com/jobs/view/r-d-engineer-%E2%80%93-embedded-firmware-80-100%25-f-m-d-at-abb-4461999545,2026-09-10T14:12:07.771816+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer (m/w/d) 80-100%,Novasina AG,"Lachen, Schwyz, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-m-w-d-80-100%25-at-novasina-ag-4451220461,2026-09-10T14:12:07.771974+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer – C/C++,yellowshark® AG,"Lachen, Schwyz, Switzerland",On-site,Full-time,"C, C++",,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-%E2%80%93-c-c%2B%2B-at-yellowshark%C2%AE-ag-4451218442,2026-09-10T14:12:07.772154+00:00
0,Firmware Engineer | Switzerland,linkedin,Junior Firmware Engineer Embedded Systems C/C++  (all),Oetiker Group,"Horgen, Zurich, Switzerland",On-site,Full-time,"C, C++, Embedded Systems, Firmware",Junior,English,,,Recent,https://ch.linkedin.com/jobs/view/junior-firmware-engineer-embedded-systems-c-c%2B%2B-all-at-oetiker-group-4461131077,2026-09-10T14:12:07.772315+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer - SoM,Harmattan AI,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-som-at-harmattan-ai-4465383351,2026-09-10T14:12:07.772780+00:00
0,Firmware Engineer | Slovakia,linkedin,Robotics Developer,WEZEO,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/robotics-developer-at-wezeo-4461887569,2026-09-10T14:12:12.494651+00:00
0,Firmware Engineer | Slovakia,linkedin,Production Sofware Engineer for for MinebeaMitsumi development centre Košice (m/f/d),MinebeaMitsumi Europe,"Košice, Kosice, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/production-sofware-engineer-for-for-minebeamitsumi-development-centre-ko%C5%A1ice-m-f-d-at-minebeamitsumi-europe-4456456117,2026-09-10T14:12:12.494975+00:00
0,Firmware Engineer | Slovakia,linkedin,C++ Software Engineer,DevelGuru,Slovakia,On-site,Full-time,"C, C++",,English,,,Recent,https://sk.linkedin.com/jobs/view/c%2B%2B-software-engineer-at-develguru-4461628588,2026-09-10T14:12:12.495167+00:00
0,Firmware Engineer | Slovakia,linkedin,Robotics and Digital Engineer (VCK),Volvo Cars,"Košice, Kosice, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/robotics-and-digital-engineer-vck-at-volvo-cars-4455265038,2026-09-10T14:12:12.495329+00:00
0,Firmware Engineer | Slovakia,linkedin,"Engineer, Automation (m/f/d)",Danfoss,"Považská Bystrica, Trenciansky, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/engineer-automation-m-f-d-at-danfoss-4464355868,2026-09-10T14:12:12.495650+00:00
0,Firmware Engineer | Czech Republic,linkedin,Engineer- Controls,Daikin Applied Americas,"Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/engineer-controls-at-daikin-applied-americas-4461905373,2026-09-10T14:12:14.795998+00:00
0,Firmware Engineer | Czech Republic,linkedin,Trainee in Application Lab,STMicroelectronics,"Batey 8, Independencia Province, Dominican Republic",On-site,Full-time,,Trainee,English,,,Recent,https://do.linkedin.com/jobs/view/trainee-in-application-lab-at-stmicroelectronics-4377848452,2026-09-10T14:12:14.796182+00:00
0,Firmware Engineer | Czech Republic,linkedin,Tecnico Especializado de Automatizacion 1er turno,Medtronic,"San Isidro, Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/tecnico-especializado-de-automatizacion-1er-turno-at-medtronic-4462475064,2026-09-10T14:12:14.796342+00:00
0,Firmware Engineer | Czech Republic,linkedin,Product Security & Compliance Engineer,Nabu Casa,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/product-security-compliance-engineer-at-nabu-casa-4461099578,2026-09-10T14:12:14.796494+00:00
0,Firmware Engineer | Poland,linkedin,Firmware Engineer/ C/C++ Developer (Embedded),Alarm.com,"Warsaw, Mazowieckie, Poland",On-site,Full-time,"C, C++, Firmware",,English,,,Recent,https://pl.linkedin.com/jobs/view/firmware-engineer-c-c%2B%2B-developer-embedded-at-alarm-com-4454666901,2026-09-10T14:12:17.336334+00:00
0,Firmware Engineer | Poland,linkedin,Embedded C++ Low Level Software Engineer,Accenture Poland,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,"C, C++",,English,,,Recent,https://pl.linkedin.com/jobs/view/embedded-c%2B%2B-low-level-software-engineer-at-accenture-poland-4382435408,2026-09-10T14:12:17.336496+00:00
0,Firmware Engineer | Poland,linkedin,Embedded Developer  - future projects (M/F/NB),Etteplan,"Gdańsk, Pomorskie, Poland",On-site,Contract,,,English,,,Recent,https://pl.linkedin.com/jobs/view/embedded-developer-future-projects-m-f-nb-at-etteplan-4345430055,2026-09-10T14:12:17.336962+00:00
0,Firmware Engineer | Poland,linkedin,Embedded Developer  - future projects (M/F/NB),Etteplan,"Wrocław, Dolnośląskie, Poland",On-site,Contract,,,English,,,Recent,https://pl.linkedin.com/jobs/view/embedded-developer-future-projects-m-f-nb-at-etteplan-4345410067,2026-09-10T14:12:17.337158+00:00
0,Firmware Engineer | USA,linkedin,Sr Firmware Engineer,Resideo,"Golden Valley, MN",Hybrid,Contract,"Arm, C, C++, Can, Embedded Linux, Embedded Systems, Firmware, I2C, Python, Rtos, Spi, Uart","Jira, Scrum, Agile, Safe, Linux, Freertos",English,,,Recent,https://www.linkedin.com/jobs/view/sr-firmware-engineer-at-resideo-4455945574,2026-09-10T14:12:19.776400+00:00
0,Firmware Engineer | USA,linkedin,"Embedded Firmware Engineer, Connected Warfare",Anduril Industries,"Costa Mesa, CA",On-site,Contract,"Arm, C, Can, Embedded Systems, Firmware, I2C, Microcontroller, Rtos, Spi, Uart",Computer Vision,English,,,Recent,https://www.linkedin.com/jobs/view/embedded-firmware-engineer-connected-warfare-at-anduril-industries-4460523169,2026-09-10T14:12:19.776567+00:00
0,Firmware Engineer | USA,linkedin,Sr. Firmware Engineer II,ASSA ABLOY Group,"Lake Forest, CA",On-site,Full-time,Firmware,,English,,,Recent,https://www.linkedin.com/jobs/view/sr-firmware-engineer-ii-at-assa-abloy-group-4451956291,2026-09-10T14:12:19.777721+00:00
0,Firmware Engineer | United Kingdom,linkedin,Embedded Firmware Engineer,Planet Pharma,"Cambridge, England, United Kingdom",On-site,Full-time,Firmware,,English,,,Recent,https://uk.linkedin.com/jobs/view/embedded-firmware-engineer-at-planet-pharma-4463838109,2026-09-10T14:12:22.186895+00:00
0,Firmware Engineer | United Kingdom,linkedin,Embedded Software Engineer,Chevalier Tech Limited,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/embedded-software-engineer-at-chevalier-tech-limited-4460969571,2026-09-10T14:12:22.187540+00:00
