relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Firmware Engineer | Poland,linkedin,Senior Java Software Engineer,Intellias,Poland,On-site,Full-time,Java,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-java-software-engineer-at-intellias-4389205989,2026-03-26T10:59:59.051243+00:00
0,Python Test | Czech Republic,linkedin,Trainee in Application Lab,STMicroelectronics,"Batey 8, Independencia Province, Dominican Republic",On-site,Full-time,,Trainee,English,,,Recent,https://do.linkedin.com/jobs/view/trainee-in-application-lab-at-stmicroelectronics-4377848452,2026-03-26T10:59:34.813467+00:00
0,Python Test | Czech Republic,linkedin,Sr. SDET (Gaming Industry),Perform,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/sr-sdet-gaming-industry-at-perform-4362287427,2026-03-26T10:59:34.813620+00:00
0,Python Test | Czech Republic,linkedin,"Eng I, Software Quality, APM, Temporary",BD,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/eng-i-software-quality-apm-temporary-at-bd-4377424260,2026-03-26T10:59:34.814106+00:00
0,Python Test | Czech Republic,linkedin,Quality Engineer III,Nissha Medical Technologies,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-engineer-iii-at-nissha-medical-technologies-4388364407,2026-03-26T10:59:34.814414+00:00
0,Python Test | Poland,linkedin,Intermediate Test Engineer Automation (Python) - OP02085,Dev.Pro,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/intermediate-test-engineer-automation-python-op02085-at-dev-pro-4390325844,2026-03-26T10:59:37.207404+00:00
0,Python Test | Poland,linkedin,Junior QA Engineer (Automation) – Remote,Indivd,Poland,Remote,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-qa-engineer-automation-%E2%80%93-remote-at-indivd-4379444416,2026-03-26T10:59:37.207718+00:00
0,Python Test | USA,linkedin,QA Engineer,Scion Staffing,"Dallas, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-scion-staffing-4388550668,2026-03-26T10:59:39.750302+00:00
0,Python Test | USA,linkedin,QA Engineer,Talener,"New York, United States",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-talener-4390366400,2026-03-26T10:59:39.750613+00:00
0,Python Test | USA,linkedin,QA Automation Engineer,GovCon Associates LLC,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-automation-engineer-at-govcon-associates-llc-4387895511,2026-03-26T10:59:39.750937+00:00
0,Python Test | USA,linkedin,Quality Assurance Engineer,Go Offer,United States,On-site,Full-time,Go,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-go-offer-4387131143,2026-03-26T10:59:39.751084+00:00
0,Python Test | USA,linkedin,Sr. Software QA Engineer,KPI Solutions,"Sharonville, OH",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/sr-software-qa-engineer-at-kpi-solutions-4389760300,2026-03-26T10:59:39.751233+00:00
0,Python Test | United Kingdom,linkedin,QA Test Engineer,Leo Recruitment Limited,"Poole, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-test-engineer-at-leo-recruitment-limited-4383339453,2026-03-26T10:59:42.225941+00:00
0,Firmware Engineer | Germany,linkedin,Software Embedded Engineer,Corsair,"Landshut, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-embedded-engineer-at-corsair-4351784200,2026-03-26T10:59:44.623938+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software-Entwickler (m/w/d),Bytec Medizintechnik GmbH,"Eschweiler, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-entwickler-m-w-d-at-bytec-medizintechnik-gmbh-4386111911,2026-03-26T10:59:44.624129+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software Ingenieur (w/m/d),XTENDED ENGINEERING GMBH,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-ingenieur-w-m-d-at-xtended-engineering-gmbh-4384883199,2026-03-26T10:59:44.624448+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software Developer - Freelance / Teilzeit / Nebenberuflich Selbständig,Software Engineering Weber GmbH,"Kempten, Bavaria, Germany",On-site,Contract,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-developer-freelance-teilzeit-nebenberuflich-selbst%C3%A4ndig-at-software-engineering-weber-gmbh-4384462636,2026-03-26T10:59:44.624599+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software / Firmware Developer (m/w/d),secunet Security Networks AG,"Berlin, Berlin, Germany",On-site,Full-time,Firmware,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-firmware-developer-m-w-d-at-secunet-security-networks-ag-4375269838,2026-03-26T10:59:44.624771+00:00
0,Firmware Engineer | Germany,linkedin,Software Engineer - iOS (m/f/d),Flink,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-ios-m-f-d-at-flink-4387935962,2026-03-26T10:59:44.624932+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software Engineer,ZeroPhase,"Dortmund, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-engineer-at-zerophase-4387963833,2026-03-26T10:59:44.625079+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Firmware Engineer (6-months limited contract),Bragi,Germany,On-site,Contract,Firmware,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-firmware-engineer-6-months-limited-contract-at-bragi-4381733845,2026-03-26T10:59:44.625224+00:00
0,Firmware Engineer | Germany,linkedin,Software Engineer (Java & or Angular),Shiftmove,"Berlin, Berlin, Germany",On-site,Full-time,Java,Angular,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-java-or-angular-at-shiftmove-4378326003,2026-03-26T10:59:44.625375+00:00
0,Firmware Engineer | Austria,linkedin,Firmware Engineer (m/f/d),EVK,"Raaba, Styria, Austria",On-site,Full-time,Firmware,,English,,,Recent,https://at.linkedin.com/jobs/view/firmware-engineer-m-f-d-at-evk-4390162635,2026-03-26T10:59:46.996052+00:00
0,Firmware Engineer | Austria,linkedin,Firmware Engineer (m/w/d),EVK,"Raaba, Styria, Austria",On-site,Full-time,Firmware,,English,,,Recent,https://at.linkedin.com/jobs/view/firmware-engineer-m-w-d-at-evk-4390001759,2026-03-26T10:59:46.996240+00:00
0,Firmware Engineer | Austria,linkedin,Software Engineer - Early Career (m/f/x),Dynatrace,"Hagenberg im Mühlkreis, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-engineer-early-career-m-f-x-at-dynatrace-4389223817,2026-03-26T10:59:46.996404+00:00
0,Firmware Engineer | Austria,linkedin,C++ Embedded Software Engineer (ESP32) (m/f/x),go-e,Greater Graz,On-site,Full-time,"C, C++, Go",Esp32,English,,,Recent,https://at.linkedin.com/jobs/view/c%2B%2B-embedded-software-engineer-esp32-m-f-x-at-go-e-4387415157,2026-03-26T10:59:46.996569+00:00
0,Firmware Engineer | Austria,linkedin,C++ Embedded Software Engineer (ESP32) (m/f/x),go-e,"Graz, Styria, Austria",On-site,Full-time,"C, C++, Go",Esp32,English,,,Recent,https://at.linkedin.com/jobs/view/c%2B%2B-embedded-software-engineer-esp32-m-f-x-at-go-e-4386884431,2026-03-26T10:59:46.996722+00:00
0,Firmware Engineer | Austria,linkedin,Mobile Software Engineer,Jobgether,Austria,Remote,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/mobile-software-engineer-at-jobgether-4390105558,2026-03-26T10:59:46.996894+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Software Engineer (full-time)  (f/m/d),TriLite Technologies,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-software-engineer-full-time-f-m-d-at-trilite-technologies-4385036296,2026-03-26T10:59:46.997048+00:00
0,Firmware Engineer | Austria,linkedin,Embedded Systems Engineer @ DEWETRON GmbH,DEVjobs,"Graz, Styria, Austria",On-site,Full-time,Embedded Systems,,English,,,Recent,https://at.linkedin.com/jobs/view/embedded-systems-engineer-%40-dewetron-gmbh-at-devjobs-4388691496,2026-03-26T10:59:46.997354+00:00
0,Firmware Engineer | Austria,linkedin,Software Engineer,coop.unlimited,"Graz, Styria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-engineer-at-coop-unlimited-4386673218,2026-03-26T10:59:46.997515+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer – e-Bike Systems,Specialized Bicycle Components,"Cham, Zug, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-%E2%80%93-e-bike-systems-at-specialized-bicycle-components-4249261377,2026-03-26T10:59:49.398494+00:00
0,Firmware Engineer | Switzerland,linkedin,Junior Software Engineer Low Latency Trading,Digital Wave Finance AG,"Zug, Zug, Switzerland",On-site,Full-time,,Junior,English,,,Recent,https://ch.linkedin.com/jobs/view/junior-software-engineer-low-latency-trading-at-digital-wave-finance-ag-4386311276,2026-03-26T10:59:49.398693+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Systems Engineer (EP-LCB-2026-89-GRAE),CERN,"Geneva, Geneva, Switzerland",On-site,Full-time,Embedded Systems,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-systems-engineer-ep-lcb-2026-89-grae-at-cern-4389187198,2026-03-26T10:59:49.398884+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Engineer,NielsenIQ,"Kriegstetten, Solothurn, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-engineer-at-nielseniq-4382425033,2026-03-26T10:59:49.399043+00:00
0,Firmware Engineer | Switzerland,linkedin,Mobile Software Engineer,Jobgether,Switzerland,Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/mobile-software-engineer-at-jobgether-4390103678,2026-03-26T10:59:49.399193+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Software Engineer – e Bike Systems (80–100%),Specialized Bicycle Components,"Cham, Zug, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-software-engineer-%E2%80%93-e-bike-systems-80%E2%80%93100%25-at-specialized-bicycle-components-4371434879,2026-03-26T10:59:49.399350+00:00
0,Firmware Engineer | Switzerland,linkedin,Embedded Firmware Design Engineer 80-100% (m/w/d),QUMEA,"Solothurn, Solothurn, Switzerland",Remote,Full-time,Firmware,,English,,,Recent,https://ch.linkedin.com/jobs/view/embedded-firmware-design-engineer-80-100%25-m-w-d-at-qumea-4385473420,2026-03-26T10:59:49.399838+00:00
0,Firmware Engineer | Switzerland,linkedin,AI Software Engineer,Avaloq,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ai-software-engineer-at-avaloq-4386670259,2026-03-26T10:59:49.400007+00:00
0,Firmware Engineer | Remote,linkedin,Embedded Softwareentwickler (m/w/d),ICT Digital Solutions GmbH,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-softwareentwickler-m-w-d-at-ict-digital-solutions-gmbh-4383656322,2026-03-26T10:59:51.843103+00:00
0,Firmware Engineer | Remote,linkedin,Software engineer (m/f/d),ng-voice,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-m-f-d-at-ng-voice-4386664948,2026-03-26T10:59:51.843264+00:00
0,Firmware Engineer | Remote,linkedin,Freelance Embedded Software Engineer,Vivid Resourcing,Germany,Remote,Contract,,,English,,,Recent,https://de.linkedin.com/jobs/view/freelance-embedded-software-engineer-at-vivid-resourcing-4383759739,2026-03-26T10:59:51.843580+00:00
0,Firmware Engineer | Remote,linkedin,Software Engineer - Backend,MAM Gruppe,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-backend-at-mam-gruppe-4388959216,2026-03-26T10:59:51.843739+00:00
0,Firmware Engineer | Remote,linkedin,Software Engineer | Remote,Crossing Hurdles,Germany,Remote,Contract,"C, C++, Java, Javascript, Python",,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-remote-at-crossing-hurdles-4382849391,2026-03-26T10:59:51.844381+00:00
0,Firmware Engineer | Slovakia,linkedin,Software Engineer,Cisco,"Bratislava, Bratislava, Slovakia",Hybrid,Contract,"C, C++, Cursor, Java, Javascript, Python","Git, Sql, Node.Js, Devops, Microservices, Nosql",English,,,Recent,https://sk.linkedin.com/jobs/view/software-engineer-at-cisco-4369673005,2026-03-26T10:59:54.217549+00:00
0,Firmware Engineer | Slovakia,linkedin,Fresh Graduate - Software Engineer,Caterpillar Inc.,"Košice, Kosice, Slovakia",On-site,Contract,"Arm, Can, Java, Javascript, Typescript","Agile, Aws, Graduate, Azure, Angular, Junior, Sql, Nosql, Scrum, React",English,,,Recent,https://sk.linkedin.com/jobs/view/fresh-graduate-software-engineer-at-caterpillar-inc-4388377491,2026-03-26T10:59:54.218104+00:00
0,Firmware Engineer | Slovakia,linkedin,Software Engineer (Angular),Solar Turbines,"Košice, Kosice, Slovakia",Remote,Full-time,"Can, Ci/Cd, Jenkins, Typescript","Azure, Angular, Git, Devops, Agile",English,,,Recent,https://sk.linkedin.com/jobs/view/software-engineer-angular-at-solar-turbines-4389235778,2026-03-26T10:59:54.218275+00:00
0,Firmware Engineer | Slovakia,linkedin,Embedded Engineer,Ciklum,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/embedded-engineer-at-ciklum-4384462402,2026-03-26T10:59:54.218651+00:00
0,Firmware Engineer | Czech Republic,linkedin,"Full Stack Software Engineer - React, Next, Node / Remote LATAM",Zarego,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,,React,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-software-engineer-react-next-node-remote-latam-at-zarego-4387741009,2026-03-26T10:59:56.606131+00:00
0,Firmware Engineer | Czech Republic,linkedin,Software Engineer Backend,Babel,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-engineer-backend-at-babel-4387965574,2026-03-26T10:59:56.606286+00:00
0,Firmware Engineer | Czech Republic,linkedin,Remote Software Engineer (AI Code Evaluation),Braintrust,Dominican Republic,Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/remote-software-engineer-ai-code-evaluation-at-braintrust-4387630699,2026-03-26T10:59:56.606600+00:00
0,Firmware Engineer | Czech Republic,linkedin,"Full Stack Software Engineer for AI Training (Remote, Flexible, 100+ openings)",Braintrust,Dominican Republic,Remote,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-software-engineer-for-ai-training-remote-flexible-100%2B-openings-at-braintrust-4387238624,2026-03-26T10:59:56.606767+00:00
0,Firmware Engineer | Czech Republic,linkedin,Go Software Engineer - Remote - Latin America,FullStack,Dominican Republic,Remote,Full-time,Go,,English,,,Recent,https://do.linkedin.com/jobs/view/go-software-engineer-remote-latin-america-at-fullstack-4374161770,2026-03-26T10:59:56.606938+00:00
0,Firmware Engineer | Czech Republic,linkedin,Go Software Engineer - Remote - Latin America,FullStack,"Santo Domingo Oeste, Santo Domingo, Dominican Republic",Remote,Full-time,Go,,English,,,Recent,https://do.linkedin.com/jobs/view/go-software-engineer-remote-latin-america-at-fullstack-4374159836,2026-03-26T10:59:56.607100+00:00
0,Firmware Engineer | Poland,linkedin,"Software Engineer (Java) - Relocation to Poland, Spain, or UAE",Revolut,Poland,On-site,Full-time,Java,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-java-relocation-to-poland-spain-or-uae-at-revolut-3845490363,2026-03-26T10:59:59.050426+00:00
0,Firmware Engineer | Poland,linkedin,Junior Software Engineer Low Latency Trading,Digital Wave Finance AG,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-software-engineer-low-latency-trading-at-digital-wave-finance-ag-4386310340,2026-03-26T10:59:59.050591+00:00
0,Firmware Engineer | Poland,linkedin,Software Engineer (Android),Revolut,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-android-at-revolut-4190975735,2026-03-26T10:59:59.050769+00:00
0,Firmware Engineer | Poland,linkedin,"Software Engineer, FinOps",Samba TV,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-finops-at-samba-tv-4312933080,2026-03-26T10:59:59.050929+00:00
0,Firmware Engineer | Poland,linkedin,Junior Software Engineer,Asana,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,"Junior, Asana",English,,,Recent,https://pl.linkedin.com/jobs/view/junior-software-engineer-at-asana-4315919819,2026-03-26T10:59:59.051088+00:00
0,Firmware Engineer | Poland,linkedin,Junior Software Engineer (Java),Revolut,Poland,On-site,Full-time,Java,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-software-engineer-java-at-revolut-4382448447,2026-03-26T10:59:59.051400+00:00
0,Firmware Engineer | Poland,linkedin,Embedded Software Engineer,Verkada,"Krakowski, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/embedded-software-engineer-at-verkada-4365303970,2026-03-26T10:59:59.051552+00:00
0,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Meta,"Sunnyvale, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-meta-4301499980,2026-03-26T11:00:01.592499+00:00
0,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Meta,"Redmond, WA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-meta-4301812138,2026-03-26T11:00:01.592662+00:00
0,Firmware Engineer | USA,linkedin,"Software Engineer, Rider",Lyft,"New York, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-rider-at-lyft-4382127500,2026-03-26T11:00:01.592839+00:00
0,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Meta,"San Diego, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-meta-4301812137,2026-03-26T11:00:01.593000+00:00
0,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Meta,"Austin, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-meta-4301819047,2026-03-26T11:00:01.593155+00:00
0,Firmware Engineer | USA,linkedin,Embedded Software Engineer Intern,Nuro,"Mountain View, CA",On-site,Internship,,Intern,English,,,Recent,https://www.linkedin.com/jobs/view/embedded-software-engineer-intern-at-nuro-4360007303,2026-03-26T11:00:01.593315+00:00
0,Firmware Engineer | USA,linkedin,Software Engineer - Applications,LinkedIn,"Mountain View, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-applications-at-linkedin-4390655211,2026-03-26T11:00:01.593470+00:00
0,Firmware Engineer | USA,linkedin,Embedded Software Engineer,ATX Networks Corp.,"Duluth, GA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-atx-networks-corp-4388935686,2026-03-26T11:00:01.593623+00:00
0,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Wing,"Palo Alto, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-wing-4344488460,2026-03-26T11:00:01.593800+00:00
0,Firmware Engineer | United Kingdom,linkedin,"Software Engineer, New Grad",Deliveroo,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-new-grad-at-deliveroo-4379662791,2026-03-26T11:00:04.059340+00:00
0,Firmware Engineer | United Kingdom,linkedin,Junior Software Engineer,Tripadvisor,"London, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-software-engineer-at-tripadvisor-4314044699,2026-03-26T11:00:04.059684+00:00
0,Firmware Engineer | United Kingdom,linkedin,Embedded Software Engineer Intern (12 months),SLB,"Stonehouse, England, United Kingdom",On-site,Internship,,Intern,English,,,Recent,https://uk.linkedin.com/jobs/view/embedded-software-engineer-intern-12-months-at-slb-4383032783,2026-03-26T11:00:04.060026+00:00
0,Firmware Engineer | United Kingdom,linkedin,Software Engineer,hackajob,"Manchester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-at-hackajob-4383500450,2026-03-26T11:00:04.060184+00:00
0,Firmware Engineer | United Kingdom,linkedin,Software Engineer,Red Bull Racing & Red Bull Technology,"Milton Keynes, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-at-red-bull-racing-red-bull-technology-4375990471,2026-03-26T11:00:04.060331+00:00
0,Firmware Engineer | United Kingdom,linkedin,Software Engineer - London,Zopa Bank,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-london-at-zopa-bank-4036813631,2026-03-26T11:00:04.060478+00:00
0,Firmware Engineer | United Kingdom,linkedin,Embedded Software Engineer,Belcan,"Portsmouth, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/embedded-software-engineer-at-belcan-4386850342,2026-03-26T11:00:04.060627+00:00
0,Firmware Engineer | United Kingdom,linkedin,Junior Firmware Engineers,General Dynamics UK Limited,"Hastings, England, United Kingdom",On-site,Full-time,Firmware,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-firmware-engineers-at-general-dynamics-uk-limited-4389570160,2026-03-26T11:00:04.060798+00:00
